_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
309,a2372,b1198,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Database and Expert Systems Applications : 24th International Conference, DEXA 2013, Prague, Czech Republic, August 26-29, 2013 : proceedings. Part I  ""","""Decker, Hendrik, | LhotskÃ¡, Lenka, | Link, Sebastian, | Basl, Josef, | Tjoa, A. Min,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642402852,"""Lecture notes in computer science ; 8055. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxiv, 465 pages)""",0
310,a2318,b283,"""Annotated bibliography of films in automation, data processing, and computer science""","""[by] Martin B. Solomon, Jr., and Nora Geraldine Lovan""","""[Lexington] University of Kentucky Press, 1967.""","""Books""",9780813165202,"""nan""","""nan""","""Annotated bibliography of films in automation, data processing, and computer science  ""","""Solomon, Martin B.""","""[Lexington]""","""Electronic books. | Film catalogs.""",9780813165202,"""nan""","""1 online resource (45 pages)""",1
311,a2545,b6726,"""Understanding and conducting research in the health sciences""","""Christopher J.L. Cunningham, Department of Psychology, the University of Tennessee at Chattanooga, Chattanooga, TN, Bart L. Weathington, Department of Psychology, the University of Tennessee at Chattanooga, Chattanooga, TN, David J. Pittenger, College of Liberal Arts, Marshall University, Huntington, WV""","""Hoboken, New Jersey : Wiley, [2013]""","""Books""",9781118595107,"""nan""","""nan""","""Single case research methodology : applications in special education and behavioral sciences  ""","""Gast, David L., | Ledford, Jennifer R.,""","""London ; New York""","""nan""",9780415827904,"""nan""","""xix, 415 pages""",0
320,a49,b5576,"""Security assessment in vehicular networks""","""Suguo Du, Haojin Zhu""","""New York, NY : Springer New York : Imprint: Springer, 2013.""","""Books""",9781461493570,"""SpringerBriefs in computer science,""","""nan""","""Security assessment in vehicular networks ""","""Du, Suguo.""","""New York, NY""","""Electronic books.""",9781461493570,"""SpringerBriefs in computer science, 2191-5768""","""1 online resource (xi, 49 pages)""",1
321,a16,b740,"""Mobile data access : First International Conference, MDA'99, Hong Kong, China, December 16-17, 1999 : proceedings""","""Hong Va Leong ... [and others] (eds.)""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540668787,"""Lecture notes in computer science. 1748,""","""nan""","""Mobile data access : First International Conference, MDA'99, Hong Kong, China, December 16-17, 1999 : proceedings  ""","""Leong, Hong Va.""","""Berlin ; Springer, Â©1999.""","""Electronic books. | Conference proceedings.""",9783540466697,"""Lecture notes in computer science ; 1748.""","""1 online resource (x, 239 pages)""",1
332,a5426,b3056,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013  ""","""Hameurlain, Abdelkader,""","""Berlin""","""Electronic books.""",9783662459478,"""Lecture notes in computer science ; 8960.""","""1 online resource (viii, 103 pages).""",0
336,a3709,b3056,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013  ""","""Hameurlain, Abdelkader,""","""Berlin""","""Electronic books.""",9783662459478,"""Lecture notes in computer science ; 8960.""","""1 online resource (viii, 103 pages).""",0
338,a4253,b3056,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013  ""","""Hameurlain, Abdelkader,""","""Berlin""","""Electronic books.""",9783662459478,"""Lecture notes in computer science ; 8960.""","""1 online resource (viii, 103 pages).""",1
348,a1629,b1099,"""Modern accelerator technologies for geographic information science""","""Xuan Shi, Volodymyr Kindratenko, Chaowei Yang, editors""","""New York : Springer, 2013.""","""Books""",9781461487456,"""nan""","""nan""","""Modern accelerator technologies for geographic information science  ""","""Shi, Xuan, | Kindratenko, Volodymyr, | Yang, Chaowei,""","""New York""","""Electronic books.""",9781461487456,"""nan""","""1 online resource (vii, 251 pages)""",1
350,a1001,b1146,"""Game analytics : maximizing the value of player data""","""Magy Seif El-Nasr, Anders Drachen, Alessandro Canossa, editors""","""London ; New York : Springer, [2013] ©2013""","""Books""",9781447147695,"""nan""","""nan""","""Game analytics : maximizing the value of player data  ""","""El-Nasr, Magy Seif. | Drachen, Anders. | Canossa, Alessandro.""","""London ; Springer, c2013.""","""Electronic books.""",9781447147695,"""nan""","""1 online resource""",1
351,a4034,b3277,"""Graph-theoretic concepts in computer science : 42nd International Workshop, WG 2016, Istanbul, Turkey, June 22-24, 2016, Revised selected papers""","""Pinar Heggernes (eds.)""","""Berlin, Germany : Springer, 2016.""","""Books""",9783662535363,"""Lecture notes in computer science ; 9941,Lecture notes in computer science. Advanced research in computing and software science,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Graph-theoretic concepts in computer science : 42nd International Workshop, WG 2016, Istanbul, Turkey, June 22-24, 2016, Revised selected papers  ""","""Heggernes, Pinar,""","""Berlin, Germany""","""Electronic books. | Conference papers and proceedings.""",9783662535363,"""Lecture notes in computer science ; 9941. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (x, 307 pages)""",1
353,a1928,b4239,"""Next generation SSH2 implementation : securing data in motion""","""Dale Liu, lead author and technical editor ; Max Caceres ... [and others]""","""Burlington, MA : Syngress Pub., [2009] ©2009""","""Books""",9781597492836,"""nan""","""nan""","""Next generation SSH2 implementation : securing data in motion  ""","""Liu, Dale.""","""Burlington, MA""","""nan""",9781597492836,"""nan""","""xxi, 312 p.""",1
355,a152,b140,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Yap Bee Wah (eds.)""","""Singapore : Springer, 2015.""","""Books""",9789812879363,"""Communications in computer and information science ; 545,""","""nan""","""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  ""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)""",1
357,a4814,b140,"""Foundations of data organization and algorithms : 3rd international conference, FODO 1989, Paris, France, June 21-23, 1989 : proceedings""","""W. Litwin, H.-J. Schek (Eds.)""","""Berlin ; New York : Springer-Verlag, [1989] ©1989""","""Books""",9780387512952,"""Lecture notes in computer science ; 367,""","""nan""","""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  ""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)""",0
358,a4258,b4518,"""The Medical Library Association guide to data management for librarians""","""edited by Lisa Federer""","""Lanham, Maryland : Rowman & Littlefield, [2016]""","""Books""",9781442264267,"""Medical Library Association books,""","""nan""","""The Medical Library Association guide to data management for librarians  ""","""Federer, Lisa,""","""Lanham""","""Electronic books.""",9781442264281,"""Medical Library Association books.""","""1 online resource.""",1
368,a5601,b2547,"""Computational methods in science and engineering : theory and computation : old problems and new challenges : lectures presented at the International Conference on Computational Methods in Science and Engineering 2007 (ICCMSE 2007), Corfu, Greece, 25-30 September 2007""","""editors, George Maroulis, Theodore E. Simos""","""Melville, N.Y. : American Institute of Physics, 2007.""","""Books""",9780735404779,"""AIP conference proceedings (Online) ; v. 963-964,AIP conference proceedings ; no. 963-964,""","""nan""","""Proceedings of the International Conference of Computational Methods in Sciences and Engineering 2003 (ICCMSE 2003) : Kastoria, Greece, September 12-16  ""","""Simos, T. E.""","""River Edge, N.J.""","""nan""",9812385959,"""nan""","""xxii, 694 p.""",0
372,a4676,b2547,"""Proceedings of the International Conference of Computational Methods in Sciences and Engineering 2010 (ICCMSE-2010) : Kos, Greece, 3-8 October 2010""","""editors, Theodore E. Simos, George Maroulis ; sponsoring organizations, European Society of Computational Methods in Sciences, Engineering and Technology""","""[Melville, New York] : AIP Publishing, 2015.""","""Books""",9780735412828,"""AIP conference proceedings (Online) ; no. 1642,""","""nan""","""Proceedings of the International Conference of Computational Methods in Sciences and Engineering 2003 (ICCMSE 2003) : Kastoria, Greece, September 12-16  ""","""Simos, T. E.""","""River Edge, N.J.""","""nan""",9812385959,"""nan""","""xxii, 694 p.""",0
376,a3009,b1206,"""Digital watermarking : First International Workshop, IWDW 2002, Seoul, Korea, November 21-22, 2002 : revised papers""","""Fabien A.P. Petitcolas, Hyoung Joong Kim, (eds.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540012177,"""Lecture notes in computer science ; 2613,""","""nan""","""Digital forensics and watermarking : 10th International Workshop, IWDW 2011, Atlantic City, NY, October 23-26, 2011, Revised selected papers  ""","""Shi, Yun Q. | Kim, Hyoung Joong, | PÃ©rez-GonzÃ¡lez, F.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322051,"""Lecture notes in computer science ; 7128. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 512 pages)""",0
379,a4969,b592,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
380,a5146,b592,"""Transactions on large-scale data- and knowledge-centered systems XXV""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662495346,"""Lecture notes in computer science ; 9620,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
382,a5399,b592,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
383,a5426,b592,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
385,a5640,b592,"""Transactions on large-scale data- and knowledge-centered systems XXXIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Reza Akbarinia, Esther Pacitti (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662556962,"""Lecture notes in computer science ; 10430,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
386,a996,b592,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
388,a1638,b592,"""Transactions on large-scale data- and knowledge-centered systems XXIII : selected papers from FDSE 2014""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (Eds.)""","""Berlin : Springer, [2016] ©2016""","""Books""",9783662491751,"""Lecture notes in computer science ; 9480,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
417,a2949,b4486,"""Financial cryptography and data security : 17th International Conference, FC 2013, Okinawa, Japan, April 1-5, 2013, revised selected papers""","""Ahmad-Reza Sadeghi (ed.)""","""Berlin : Springer, 2013.""","""Books""",9783642398841,"""Lecture notes in computer science ; 7859,LNCS sublibrary. Security and cryptology,""","""nan""","""Applied cryptography and network security : 14th International Conference, ACNS 2016, Guildford, UK, June 19-22, 2016. Proceedings  ""","""Manulis, Mark, | Sadeghi, Ahmad-Reza, | Schneider, Steve,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319395555,"""Lecture notes in computer science ; 9696. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 668 pages)""",0
418,a4026,b2201,"""Domain-specific conceptual modeling : concepts, methods and tools""","""Dimitris Karagiannis, Heinrich C. Mayr, John Mylopoulos""","""Switzerland : Springer, 2016.""","""Books""",9783319394176,"""nan""","""nan""","""Domain-specific conceptual modeling : concepts, methods and tools  ""","""Karagiannis, D. | Mayr, H. C. | Mylopoulos, John,""","""Switzerland""","""Electronic books.""",9783319394176,"""nan""","""1 online resource (xii, 594 pages)""",1
427,a254,b3231,"""Algebraic methodology and software technology : 6th international conference, AMAST'97, Sydney, Australia, December 13-17, 1997 : proceedings""","""Michael Johnson (ed.)""","""Berlin ; New York : Springer, [1997] ©1997""","""Books""",9783540638889,"""Lecture notes in computer science. 1349,""","""nan""","""Algebraic methodology and software technology : 6th international conference, AMAST '97, Sydney, Australia, December 13-17, 1997 : proceedings  ""","""Johnson, Michael.""","""Berlin ; Springer-Verlag, c1997.""","""Electronic books. | Conference proceedings.""",9783540696612,"""Lecture notes in computer science ; 1349. 0302-9743""","""1 online resource (x, 594 p.)""",1
428,a3243,b3231,"""Algebraic methodology and software technology : 13th international conference, AMAST 2010, Lac-Beauport, QC, Canada, June 23-25, 2010 : revised selected papers""","""Michael Johnson, Dusko Pavlovic (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642177965,"""Lecture notes in computer science ; 6486,""","""nan""","""Algebraic methodology and software technology : 6th international conference, AMAST '97, Sydney, Australia, December 13-17, 1997 : proceedings  ""","""Johnson, Michael.""","""Berlin ; Springer-Verlag, c1997.""","""Electronic books. | Conference proceedings.""",9783540696612,"""Lecture notes in computer science ; 1349. 0302-9743""","""1 online resource (x, 594 p.)""",0
430,a4524,b6317,"""Science is golden : a problem-solving approach to doing science with children""","""Ann Finkelstein""","""East Lansing : Michigan State University Press, [2002] ©2002""","""Books""",9780870135668,"""nan""","""nan""","""Science is Golden : a Problem-Solving Approach to Doing Science with Children. ""","""Finkelstein, Ann.""","""East Lansing""","""Electronic books.""",9780870139116,"""nan""","""1 online resource (165 pages)""",1
435,a188,b4616,"""Transactions on data hiding and multimedia security IX : Special Issue on Visual Cryptography""","""Yun Q. Shi (editor-in-chief); Feng Liu, Weiqi Yan (guest editors)""","""Heidelberg : Springer, 2014.""","""Books""",9783642550461,"""Lecture notes in computer science ; 8363,""","""nan""","""Visual cryptography for image processing and security : theory, methods, and applications  ""","""Liu, Feng""","""Cham""","""Electronic books.""",9783319096445,"""nan""","""1 online resource (xvi, 145 pages)""",0
441,a270,b4041,"""The case for international sharing of scientific data : a focus on developing countries, proceedings of a symposium""","""Kathie Bailey Mathae and Paul F. Uhlir, editors ; Committee on the Case of International Sharing of Scientific Data: A Focus on Developing Countries ; Board on International Scientific Organizations ; Board on Research Data and Information ; Policy and Global Affairs ; in collaboration with the Committee on Freedom and Responsibility in the Conduct of Science ; International Council for Science ; National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2012] ©2012""","""Books""",9780309301589,"""nan""","""nan""","""Signal Transduction in Photoreceptor Cells : Proceedings of an International Workshop Held at the Research Centre JÃ¼lich, JÃ¼lich, Fed. Rep. of Germany, 8-11 August 1990  ""","""Hargrave, Paul A.""","""Berlin, Heidelberg""","""Electronic books.""",9783642764820,"""Research reports in physics.""","""1 online resource (xi, 318 pages)""",0
443,a3526,b4041,"""The case for international sharing of scientific data : a focus on developing countries : proceedings of a symposium""","""Kathie Bailey Mathae and Paul F. Uhlir, editors ; Committee on the Case of International Sharing of Scientific Data, a focus on developing countries, Board on International Scientific Organizations, Board on Research Data and Information, Policy and Global Affairs ; in collaboration with the Committee on Freedom and Responsibility in the Conduct of Science, International Council for Science ; National Research Council of the National Academies""","""Washington, District of Columbia : National Academies Press, [2012] ©2012""","""Books""",9780309301589,"""nan""","""nan""","""Signal Transduction in Photoreceptor Cells : Proceedings of an International Workshop Held at the Research Centre JÃ¼lich, JÃ¼lich, Fed. Rep. of Germany, 8-11 August 1990  ""","""Hargrave, Paul A.""","""Berlin, Heidelberg""","""Electronic books.""",9783642764820,"""Research reports in physics.""","""1 online resource (xi, 318 pages)""",0
454,a5280,b6257,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; North-Holland ; 1991. New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444597335,"""nan""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
476,a4059,b6257,"""The role of scientific and technical data and information in the public domain : proceedings of a symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; Steering Committee on the Role of Scientific and Technical Data and Information in the Public Domain, Office of International Scientific and Technical Information Programs, Board on International Scientific Organizations, Policy and Global Affairs Division, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2003] ©2003""","""Books""",9780309088503,"""nan""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
486,a4515,b6257,"""Open access and the public domain in digital data and information for science : proceedings of an international symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; U.S. National Committee for CODATA, Board on International Scientific Organizations, Policy and Global Affairs Division ; National Research Council""","""Washington, D.C. : National Academies Press, [2004] ©2004""","""Books""",9780309091459,"""nan""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
501,a3943,b6257,"""Data mining, intrusion detection, information assurance, and data networks security 2007 : 10 April 2007, Orlando, Florida, USA""","""Belur V. Dasarathy, editor ; sponsored and published by SPIE--the International Society for Optical Engineering""","""Bellingham, Wash. : SPIE, [2007] ©2007""","""Books""",9780819466921,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 6570,""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
505,a4638,b6257,"""Role of informatics in health data coding and classification systems : proceedings of the IFIP-IMIA WG6 International Working Conference on the Role of Informatics in Health Data Coding and Classification Systems, Ottawa, Canada, 26-28, September 1984""","""organized by Working Group 6 of the International Medical Informatics Association (IMIA) ; sponsored by the International Medical Informatics Association and Canadian Organization for the Advancement of Computers in Health ; edited by R.A. Côté, D.J. Protti, and J.R. Scherrer""","""Amsterdam ; New York : North Holland ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444876829,"""nan""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
506,a4696,b6257,"""Data mining, intrusion detection, information assurance, and data networks security 2005 : 28-29 March, 2005, Orlando, Florida, USA""","""Belur V. Dasarathy, chair/editor ; sponsored and published by SPIE--The International Society for Optical Engineering ; cooperating organizations, Ball Aerospace & Technologies Corporation (USA) .. [and others].""","""Bellingham, Wash. : SPIE, [2005] ©2005""","""Books""",9780819457974,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 5812,""","""nan""","""Cyber security : recovery and reconstitution of critical networks : hearing before the Federal Financial Management, Government Information, and International Security...""","""United States. Congress. Senate. Committee on Homeland Security and Governmental Affairs. Subcommittee on Federal Financial Management, Government Information, and International Security.""","""Washington""","""nan""",9780160788727,"""United States. Congress. Senate. S. hrg. ; 109-893.""","""iv, 229 p. ; 24 cm.""",0
507,a2666,b152,"""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance""","""Thomas Mailund""","""[New York] : Springer Science and Business Media : Apress, [2017]""","""Books""",9781484229194,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource""",1
509,a3595,b826,"""Intelligent data engineering and automated learning--IDEAL 2000 : data mining, financial engineering, and intelligent agents : second international conference, Shatin, N.T., Hong Kong, China, December 13-15, 2000 : proceedings""","""Kwong Sak Leung, Lai-wan Chan, Helen Meng (eds.)""","""Berlin ; New York : Springer, [2000] ©2000""","""Books""",9783540414506,"""Lecture notes in computer science. 1983,""","""nan""","""Intelligent data engineering and automated learning - IDEAL 2000 : data mining, financial engineering, and intelligent agents : second international conference, Shatin, N.T.,...""","""Leung, Kwong Sak, | Chan, Lai-wan. | Meng, Helen.""","""Berlin ; Springer, 2000.""","""Electronic books. | Conference proceedings.""",9783540444916,"""Lecture notes in computer science ; 1983. 0302-9743""","""1 online resource (xvi, 573 pages)""",1
511,a4601,b3275,"""Introduction to Computational Social Science Principles and Applications""","""by Claudio Cioffi-Revilla""","""2nd ed. 2017. Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319501314,"""Texts in computer science,Undergraduate texts in computer science,""","""nan""","""Introduction to computational social science : principles and applications  ""","""Cioffi-Revilla, Claudio A., 1951-""","""London""","""Electronic books.""",9781447156611,"""Texts in computer science, 1868-0941""","""1 online resource (xxxiii, 320 pages)""",1
512,a120,b4255,"""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, revised selected papers""","""edited by Michael Brenner, Nicolas Christin, Benjamin Johnson, Kurt Rohloff""","""Heidelberg : Springer, 2015.""","""Books""",9783662480519,"""Lecture notes in computer science ; 8976,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, Revised Selected Papers  ""","""Brenner, Michael | Christin, Nicolas, | Johnson, Benjamin, | Rohloff, Kurt,""","""Heidelberg""","""Electronic books.""",9783662480519,"""Lecture notes in computer science ; 8976. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 309 pages)""",1
514,a3243,b4255,"""Algebraic methodology and software technology : 13th international conference, AMAST 2010, Lac-Beauport, QC, Canada, June 23-25, 2010 : revised selected papers""","""Michael Johnson, Dusko Pavlovic (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642177965,"""Lecture notes in computer science ; 6486,""","""nan""","""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, Revised Selected Papers  ""","""Brenner, Michael | Christin, Nicolas, | Johnson, Benjamin, | Rohloff, Kurt,""","""Heidelberg""","""Electronic books.""",9783662480519,"""Lecture notes in computer science ; 8976. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 309 pages)""",0
516,a5320,b4255,"""Financial cryptography and data security : 18th International Conference, FC 2014, Christ Church, Barbados, March 3-7, 2014, revised selected papers""","""Nicolas Christin, Reihaneh Safavi-Naini (Eds.)""","""Heidelberg : Springer, [2014] ©2014""","""Books""",9783662454725,"""Lecture notes in computer science ; 8437,""","""nan""","""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, Revised Selected Papers  ""","""Brenner, Michael | Christin, Nicolas, | Johnson, Benjamin, | Rohloff, Kurt,""","""Heidelberg""","""Electronic books.""",9783662480519,"""Lecture notes in computer science ; 8976. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 309 pages)""",0
