ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b616,"""applied missing data analysis""","""enders, craig k.""","""new york""","""electronic resource.""",9781606236413,"""methodology in the social sciences.""","""1 online resource (xv, 377 pages)"""
b621,"""guide to intelligent data analysis : how to intelligently make sense of real data""","""berthold, m.""","""london""","""electronic books.""",9781848822603,"""texts in computer science.""","""1 online resource (xiii, 394 pages)"""
b623,"""data analysis with ibm spss statistics : implementing data modeling, descriptive statistics and anova""","""stehlik-barry, kenneth""","""birmingham, uk""","""electronic books.""",9781787280700,"""nan""","""1 online resource"""
b624,"""data analysis with ibm spss statistics : implementing data modeling, descriptive statistics and anova""","""stehlik-barry, kenneth""","""birmingham, uk""","""electronic books.""",9781787280700,"""nan""","""1 online resource"""
b625,"""statistical analysis of next generation sequencing data""","""datta, somnath, | nettleton, dan,""","""cham""","""electronic books.""",9783319072128,"""frontiers in probability and the statistical sciences.""","""1 online resource."""
b626,"""dyadic data analysis""","""kenny, david a., 1946-""","""new york""","""nan""",9781606231593,"""methodology in the social sciences.""","""1 online resource (xix, 458 pages)"""
b628,"""forecast error correction using dynamic data assimilation""","""lakshmivarahan, s.""","""switzerland""","""electronic books.""",9783319399973,"""springer atmospheric sciences.""","""1 online resource (xvi, 270 pages)."""
b629,"""lectures on data security : modern cryptology in theory and practice""","""damgã¥rd, i. b.""","""berlin ; springer, 1999.""","""electronic books.""",9783540489696,"""lecture notes in computer science ; 1561.""","""1 online resource (250 p.)"""
b630,"""model and data engineering : first international conference, medi 2011, ãbidos, portugal, september 28-30, 2011 : proceedings""","""bellatreche, ladjel, | mota pinto, filipe.""","""heidelberg ; springer-verlag berlin heidelberg, c2011.""","""electronic books. | conference papers and proceedings.""",9783642244438,"""lecture notes in computer science ; 6918.""","""1 online resource (xi, 288 p.)"""
b632,"""perspectives on spatial data analysis""","""anselin, luc, | rey, sergio j.""","""berlin ; springer, 2009.""","""electronic books.""",9783642019760,"""advances in spatial science.""","""1 online resource (xvii, 290 p.)"""
b633,"""data and the city""","""kitchin, rob, | lauriault, tracey p., | mcardle, gavin,""","""abingdon, oxon ; new york, ny""","""nan""",9781138222632,"""regions and cities ; 119.""","""xix, 229 pages"""
b636,"""data analytics and management in data intensive domains : xviii international conference, damdidrcdl 2016, ershovo, moscow, russia, october 11-14, 2016, revised selected papers""","""kalinichenko, l. a. | kuznetsov, sergei o., | manolopoulos, yannis,""","""cham, switzerland""","""nan""",9783319571348,"""communications in computer and information science ; 706. 1865-0929""","""xii, 281 pages"""
b640,"""algorithms and data structures : 12th international symposium, wads 2011, new york, ny, usa, august 15-17, 2011, proceedings""","""dehne, f. | iacono, john. | sack, j.-r.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642223006,"""lecture notes in computer science ; 6844. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xv, 718 pages)."""
b642,"""journal on data semantics xiv""","""spaccapietra, s. | delcambre, lois m. l.""","""berlin ; springer, â©2009.""","""electronic books.""",9783642105623,"""lecture notes in computer science ; 5880.""","""1 online resource (vi, 161 pages)"""
b643,"""bayesian methods for data analysis""","""carlin, bradley p.""","""boca raton""","""nan""",9781584886976,"""texts in statistical science.""","""xv, 535 p."""
b644,"""convolutions in french mathematics, 1800-1840 : from the calculus and mechanics to mathematical analysis and mathematical physics. volume three, the data""","""grattan-guinness, i.""","""basel""","""electronic books. | history.""",9783034878111,"""science networks historical studies ; 4.""","""1 online resource (v, 281 pages)."""
b645,"""experimental design : a chemometric approach""","""deming, stanley n., 1944-""","""amsterdam ; elsevier, 1993.""","""electronic books.""",9780444891112,"""data handling in science and technology ; v. 11.""","""1 online resource (xv, 437 p.)"""
b646,"""design and optimization in organic synthesis""","""carlson, rolf, 1946-""","""amsterdam ; elsevier, 2005.""","""electronic books.""",9780444515278,"""data handling in science and technology ; v. 24. 0922-3487""","""1 online resource (xx, 574 p.)"""
b647,"""programs as data objects : second symposium, pado 2001, aarhus, denmark, may 21-23, 2001 : proceedings""","""danvy, olivier. | filinski, andrzej,""","""berlin ; springer, 2001.""","""electronic books. | conference proceedings.""",9783540449782,"""lecture notes in computer science ; 2053.""","""1 online resource (viii, 277 p.)"""
b648,"""algorithms and data structures : 6th international workshop, wads'99, vancouver, canada, august 11-14, 1999 : proceedings""","""dehne, f.""","""berlin ; springer, 1999.""","""electronic books. | conference proceedings.""",9783540484479,"""lecture notes in computer science ; 1663.""","""1 online resource (ix, 368 p.)"""
b649,"""algorithms and data structures : 7th international workshop, wads 2001, providence, ri, usa, august 8-10, 2001 : proceedings""","""dehne, f. | sack, j.-r. | tamassia, roberto,""","""berlin ; springer, c2001.""","""electronic books. | conference proceedings.""",9783540446347,"""lecture notes in computer science ; 2125.""","""1 online resource (xii, 484 p.)"""
b650,"""evolutionary computation, machine learning and data mining in bioinformatics : 7th european conference, evobio 2009, tã¼bingen, germany, april 15-17, 2009 ; proceedings""","""pizzuti, clara. | ritchie, marylyn deriggi. | giacobini, mario.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642011849,"""lecture notes in computer science ; 5483.""","""1 online resource (xii, 202 pages)"""
b651,"""migration on wings : aerodynamics and energetics""","""kantha, l. h.""","""berlin ; springer, â©2012.""","""electronic books.""",9783642279256,"""springerbriefs in applied sciences and technology.""","""1 online resource (viii, 83 pages)"""
b655,"""data dissemination and query in mobile social networks""","""chen, jiming, 1978-""","""new york""","""electronic books.""",9781461422549,"""springerbriefs in computer science.""","""1 online resource (vii, 86 pages)."""
b657,"""earth system modelling. volume 4, io and postprocessing""","""balaji, v.""","""berlin ; springer, â©2013.""","""electronic books.""",9783642364648,"""springerbriefs in earth system sciences.""","""1 online resource."""
b658,"""a survey of data leakage detection and prevention solutions""","""shabtai, asaf.""","""new york""","""electronic books.""",9781461420538,"""springerbriefs in computer science.""","""1 online resource (viii, 92 pages)."""
b659,"""the fourth paradigm : data-intensive scientific discovery""","""hey, anthony j. g.,""","""redmond, washington""","""nan""",9780982544204,"""nan""","""xxxiii, 251 pages"""
b660,"""data sharing for international water resource management: eastern europe, russia and the cis""","""naff, thomas.""","""dordrecht""","""electronic books.""",9789401712095,"""nato science series. partnership sub-series 2, environmental security ; 61.""","""1 online resource (xvi, 252 pages)."""
b661,"""assessing science understanding : a human constructivist view""","""mintzes, joel j. | wandersee, james h. | novak, joseph donald. | mintzes, joel j.""","""san diego""","""electronic books.""",9780124983656,"""educational psychology series (academic press)""","""1 online resource (xxii, 386 p.)"""
b662,"""data-centric biology : a philosophical study""","""leonelli, sabina""","""chicago ; london""","""electronic books.""",9780226416502,"""nan""","""1 online resource."""
b667,"""big data and analytics for infectious disease research, operations, and policy : proceedings of a workshop""","""alper, joe,""","""washington, dc""","""nan""",9780309450119,"""nan""","""xvi, 81 pages"""
b670,"""advances in machine learning and data analysis""","""ao, sio-iong. | rieger, burghard b. | amouzegar, mahyar a.""","""dordrecht ; springer, â©2010.""","""electronic books. | conference papers and proceedings.""",9789048131778,"""lecture notes in electrical engineering ; v. 48.""","""1 online resource (viii, 239 pages)"""
b675,"""data and applications security xix : 19th annual ifip wg 11.3 working conference on data and applications security, storrs, ct, usa, august 7-10, 2005 : proceedings""","""jajodia, sushil. | wijesekera, duminda.""","""berlin ; springer, c2005.""","""electronic books.""",9783540319375,"""lecture notes in computer science, 3654 0302-9743 ;""","""x, 352 p."""
b676,"""privacy, big data, and the public good : frameworks for engagement""","""lane, julia. | stodden, victoria. | bender, stefan. | nissenbaum, helen fay.""","""cambridge""","""electronic books.""",9781107590205,"""nan""","""1 online resource (xix, 322 pages)"""
b678,"""acronyms, initialisms & abbreviations dictionary : a guide to acronyms, abbreviations, contractions, alphabetic symbols, and similar condensed appellations : covering aerospace,...""","""mallegg, kristin.""","""detroit""","""electronic books. | dictionaries.""",9781414487922,"""nan""","""1 online resource (xxxii, 6072 pages)"""
b679,"""earth system modelling. volume 6, esm data archives in the times of the grid""","""hiller, wolfgang.""","""berlin ; springer, â©2013.""","""electronic books.""",9783642372445,"""springerbriefs in earth system sciences.""","""1 online resource."""
b680,"""managing and mining sensor data""","""aggarwal, charu c.""","""new york""","""electronic books.""",9781461463092,"""nan""","""1 online resource"""
b681,"""transactions on large-scale data- and knowledge-centered systems xxiv : special issue on database- and expert-systems applications""","""hameurlain, abdelkader. | kã¼ng, josef, | wagner, roland, | decker, hendrik, | lhotskã¡, lenka, | link, sebastian,""","""berlin""","""electronic books.""",9783662492147,"""lecture notes in computer science ; 9510. 0302-9743""","""1 online resource (xi, 221 pages)"""
b682,"""data engineering : mining, information and intelligence""","""chan, yupo. | talburt, john. | talley, terry michael.""","""new york""","""electronic books.""",9781441901767,"""international series in operations research & management science ; 132.""","""1 online resource (xvii, 447 pages)"""
b683,"""transactions on large-scale data- and knowledge-centered systems xxv""","""hameurlain, abdelkader. | kã¼ng, josef, | wagner, roland,""","""berlin""","""electronic books.""",9783662495346,"""lecture notes in computer science ; 9620. 0302-9743""","""1 online resource ([ix], 187 pages)"""
b685,"""transactions on large-scale data- and knowledge-centered systems xix : special issue on big data and open data""","""hameurlain, abdelkader,""","""heidelberg""","""electronic books.""",9783662465622,"""lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)"""
b686,"""transactions on large-scale data- and knowledge-centered systems xx : special issue on advances techniques for big data management""","""hameurlain, abdelkader,""","""heidelberg""","""electronic books.""",9783662467039,"""lecture notes in computer science ; 9070.""","""1 online resource (vii, 159 pages)"""
b687,"""evaluation of environmental data for regulatory and impact assessment""","""ramamoorthy, s.""","""amsterdam ; elsevier ; 1991.""","""electronic books.""",9780444885302,"""studies in environmental science ; 41.""","""1 online resource (x, 466 p.)"""
b688,"""transactions on large-scale data- and knowledge-centered systems xxvi : special issue on data warehousing and knowledge discovery""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland r., | bellatreche, ladjel, | mohania, mukesh,""","""berlin""","""electronic books. | conference papers and proceedings.""",9783662497845,"""lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
b689,"""focusing solutions for data mining : analytical studies and experimental results in real-world domains""","""reinartz, thomas.""","""berlin ; springer, 1999.""","""electronic books.""",9783540483168,"""lecture notes in computer science ; 1623. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xiv, 301 p.)"""
b690,"""transactions on large-scale data- and knowledge-centered systems xxi : selected papers from dawak 2012""","""hameurlain, abdelkader,""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783662478042,"""lecture notes in computer science ; 9260.""","""1 online resource (xii, 185 pages)"""
b691,"""big data analytics : first international conference, bda 2012, new delhi, india, december 24-26, 2012 : proceedings""","""srinivasa, srinath, | bhatnagar, vasudha.""","""heiderberg ; springer, â©2012.""","""electronic books. | conference papers and proceedings.""",9783642355424,"""lecture notes in computer science ; 7678.""","""1 online resource (xiv, 179 pages)"""
b692,"""transactions on large-scale data- and knowledge-centered systems xiii""","""hameurlain, abdelkader. | kã¼ng, josef. | wagner, roland.""","""heidelberg""","""electronic books.""",9783642544262,"""lecture notes in computer science ; 8420. 1611-3349""","""1 online resource (ix, 187 pages)."""
b693,"""transactions on large-scale data- and knowledge-centered systems iii : special issue on data and knowledge management in grid and p2p systems""","""hameurlain, abdelkader. | kã¼ng, josef, | wagner, roland r.""","""new york""","""electronic books.""",9783642230745,"""lecture notes in computer science ; 6790. 0302-9743""","""1 online resource (viii, 237 pages)"""
b694,"""transactions on large-scale data- and knowledge-centered systems xxviii : special issue on database- and expert-systems applications""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland, | chen, qimin,""","""berlin""","""electronic books.""",9783662534557,"""lecture notes in computer science ; 9940. 0302-9743""","""1 online resource (xi, 157 pages)"""
b695,"""transactions on large-scale data- and knowledge-centered systems xxix""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland,""","""berlin, germany""","""electronic books.""",9783662540374,"""lecture notes in computer science ; 10120. 0302-9743""","""1 online resource (vii, 135 pages)"""
b697,"""transactions on large-scale data- and knowledge-centered systems xxvii : special issue on big data for complex urban systems""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland r., | anjomshoaa, amin, | hung, patrick c. k., | kalisch, dominik, | sobolevsky, stanislav,""","""berlin""","""electronic books.""",9783662534168,"""lecture notes in computer science ; 9860. 0302-9743""","""1 online resource (xii, 209 pages)"""
b698,"""medical data analysis : first international symposium, ismda 2000, frankfurt, germany, september 29-30, 2000 : proceedings""","""brause, rã¼diger w. | hanisch, ernst.""","""berlin ; springer, 2000.""","""electronic books. | conference proceedings.""",9783540399490,"""lecture notes in computer science ; 1933. 0302-9743""","""1 online resource (xi, 316 p.)"""
b699,"""big data and differential privacy : analysis strategies for railway track engineering""","""attoh-okine, nii o.""","""hoboken, nj""","""electronic books.""",9781119229070,"""nan""","""1 online resource."""
b700,"""knowledge discovery in spatial data""","""leung, yee, 1948-""","""heidelberg ; springer, â©2010.""","""electronic books.""",9783642026645,"""advances in spatial science.""","""1 online resource (xxix, 360 pages)"""
b701,"""data warehousing and knowledge discovery : 12th international conference, dawak 2010, bilbao, spain, augustseptember 2010 : proceedings""","""pederson, torben bach. | mohania, mukesh. | tjoa, a min.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642151057,"""lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
b703,"""data warehousing and knowledge discovery : second international conference, dawak 2000, london, uk, september 4-6, 2000 : proceedings""","""kambayashi, y. | mohania, mukesh. | tjoa, a. min.""","""berlin ; springer, 2000.""","""electronic books. | conference proceedings.""",9783540444664,"""lecture notes in computer science ; 1874.""","""1 online resource (xii, 438 p.)"""
b704,"""transactions on large-scale data- and knowledge-centered systems xxxii : special issue on big data analytics and knowledge discovery""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland | madria, sanjay kumar, | hara, takahiro,""","""berlin, germany""","""electronic books.""",9783662556085,"""lecture notes in computer science ; 10420. 0302-9743""","""1 online resource (vii, 113 pages)"""
b705,"""intelligent data engineering and automated learning, ideal 2003 : 4th international conference, hong kong, china, march 21-23, 2003 : revised papers""","""liu, jiming, | cheung, yiu-ming, | yin, hujun,""","""berlin ; springer, c2003.""","""electronic books. | conference proceedings.""",9783540450801,"""lecture notes in computer science ; 2690.""","""1 online resource (xxi, 1141 p.)"""
b706,"""a comparative study of very large data bases""","""hill, edward, 1938-""","""berlin""","""electronic books.""",9783540086536,"""lecture notes in computer science ; 59.""","""1 online resource (x, 140 p.)"""
b707,"""spatial data types for database systems : finite resolution geometry for geographic information systems""","""schneider, markus.""","""berlin ; springer, c1997.""","""electronic books.""",9783540695516,"""lecture notes in computer science ; 1288. 0302-9743""","""1 online resource (xiii, 275 p.)"""
b709,"""environmental assessment on energy and sustainability by data envelopment analysis""","""sueyoshi, t. (toshiyuki), 1954-""","""hoboken, nj""","""electronic books.""",9781118979297,"""nan""","""1 online resource."""
b711,"""software and data technologies : 4th international conference, icsoft 2009, sofia, bulgaria, july 26-29, 2009 : revised selected papers""","""cordeiro, josã©. | ranchordas, alpeshkumar. | shishkov, boris.""","""heidelberg ; springer, c2011.""","""electronic books. | conference papers and proceedings.""",9783642201165,"""communications in computer and information science ; 50.""","""1 online resource (xiii, 289 p.)"""
b712,"""principles of data mining and knowledge discovery : third european conference, pkdd '99, prague, czech republic, september 15-18, 1999 : proceedings""","""å»ytkow, jan m. | rauch, jan.""","""berlin ; springer, 1999.""","""electronic books. | conference proceedings.""",9783540482475,"""lecture notes in computer science ; 1704. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xiv, 593 p.)"""
b714,"""air flow management in raised floor data centers""","""arghode, vaibhav k.""","""cham""","""electronic books.""",9783319258928,"""springerbriefs in applied sciences and technology.""","""1 online resource"""
b715,"""transactions on large-scale data- and knowledge-centered systems xxxiii""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland | akbarinia, reza, | pacitti, esther,""","""berlin, germany""","""electronic books.""",9783662556962,"""lecture notes in computer science ; 10430.""","""1 online resource (vii, 113 pages)"""
b716,"""transactions on large-scale data- and knowledge-centered systems xxxiv : special issue on consistency and inconsistency in data-centric applications""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland, | decker, hendrik,""","""berlin, germany""","""electronic books.""",9783662559475,"""lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
b718,"""transactions on data hiding and multimedia security iv""","""shi, yun q.""","""berlin""","""electronic books.""",9783642017575,"""lecture notes in computer science ; 5510.""","""1 online resource"""
b720,"""materials data for cyclic loading""","""boller, chr.""","""amsterdam ; elsevier, 1987.""","""electronic books. | tables.""",9780444428707,"""materials science monographs ; 42a-42e.""","""1 online resource (5 volumes)"""
b721,"""transactions on large-scale data- and knowledge-centered systems xxxv""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland | sakr, sherif, | razzak, imran, | riyad, alshammari,""","""berlin, germany""","""electronic books.""",9783662561218,"""lecture notes in computer science ; 10680. 0302-9743""","""1 online resource (ix, 133 pages)"""
b722,"""transactions on large-scale data- and knowledge-centered systems xviii : special issue on database- and expert-systems applications""","""hameurlain, abdelkader,""","""heidelberg""","""electronic books.""",9783662464854,"""lecture notes in computer science ; 8980. 0302-9743""","""1 online resource (xi, 207 pages)"""
b724,"""quality-aware scheduling for key-value data stores""","""xu, chen""","""heidelberg""","""electronic books.""",9783662473061,"""springerbriefs in computer science.""","""1 online resource (xi, 97 pages)"""
b725,"""advanced database systems""","""adam, nabil r. | bhargava, bharat k.,""","""berlin ; springer-verlag, â©1993.""","""electronic books.""",9783540482048,"""lecture notes in computer science ; 759. 0302-9743""","""1 online resource (xv, 451 pages)"""
b726,"""database machines : sixth international workshop, iwdm '89, deauville, france, june 19-21, 1989 : proceedings""","""boral, h. | faudemay, p.""","""berlin ; springer-verlag, â©1989.""","""electronic books. | conference proceedings.""",9783540461975,"""lecture notes in computer science ; 368.""","""1 online resource (vi, 386 pages)"""
b727,"""privacy, big data, and the public good : frameworks for engagement""","""lane, julia i.""","""new york, ny""","""nan""",9781107067356,"""nan""","""xix, 322 pages ; 24 cm"""
b728,"""space-efficient data structures, streams, and algorithms : papers in honor of j. ian munro on the occasion of his 66th birthday""","""munro, j. ian, | brodnik, andrej,""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783642402739,"""lecture notes in computer science ; 8066. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxxviii, 363 pages)"""
b729,"""specifying big data benchmarks : first workshop, wbdb 2012, san jose, ca, usa, may 8-9, 2012, and second workshop, wbdb 2012, pune, india, december 17-18, 2012, revised selected...""","""rabl, tilmann, | poess, meikel, | baru, chaitanya, | jacobsen, hans-arno,""","""heidelberg""","""electronic books.""",9783642539749,"""lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci. lecture notes in computer science ; 8163. 0302-9743""","""1 online resource (xii, 203 pages)"""
b730,"""advances in intelligent data analysis ix : 9th international symposium, ida 2010, tucson, az, usa, may 19-21, 2010 : proceedings""","""cohen, paul r. | adams, niall m., | berthold, m.""","""berlin ; springer, c2010.""","""electronic books. | conference papers and proceedings.""",9783642130625,"""lecture notes in computer science ; 6065. lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xiii, 260 p.)"""
b731,"""advances in data mining : applications and theoretical aspects ; 9th industrial conference, icdm 2009, leipzig, germany, july 20-22, 2009 : proceedings""","""perner, petra.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642030673,"""lecture notes in computer science ; 5633. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xi, 402 pages)"""
b732,"""advances in intelligent data analysis viii : 8th international symposium on intelligent data analysis, ida 2009, lyon, france, august 31 - september 2, 2009 ; proceedings""","""adams, niall m.,""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642039157,"""lecture notes in computer science ; 5772.""","""1 online resource (xiii, 418 p.)"""
b733,"""methodologies for knowledge discovery and data mining : third pacific-asia conference, pakdd-99, beijing, china, april 26-28, 1999 : proceedings""","""zhong, ning, | zhou, lizhi,""","""berlin ; springer, c1999.""","""electronic books.""",9783540489122,"""lecture notes in computer science ; 1574. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xv, 533 p.)"""
b735,"""transactions on large-scale data- and knowledge centered systems ix""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland r.,""","""heidelberg""","""electronic books.""",9783642400698,"""lecture notes in computer science ; 7980.""","""1 online resource (122 pages)"""
b736,"""transactions on large-scale data- and knowledge -centered systems xxx : special issue on cloud computing""","""hameurlain, abdelkader, | kã¼ng, josef, | wagner, roland, | schewe, klaus-dieter, | bosa, karoly,""","""berlin""","""electronic books.""",9783662540541,"""lecture notes in computer science ; 10130.""","""1 online resource."""
b737,"""data center networks : topologies, architectures and fault-tolerance characteristics""","""liu, yang,""","""cham""","""electronic books.""",9783319019499,"""springerbriefs in computer science, 2191-5768""","""1 online resource (xii, 68 pages)"""
b738,"""medical data analysis : second international symposium, ismda 2001, madrid, spain, october 8-9, 2001 : proceedings""","""crespo, jose, | maojo, victor, | martin, fernando,""","""berlin ; springer, c2001.""","""electronic books. | conference proceedings.""",9783540454977,"""lecture notes in computer science ; 2199. 0302-9743""","""1 online resource (x, 311 p.)"""
b739,"""traffic data collection and its standardization""","""barcelã³, jaume. | kuwahara, masao.""","""new york""","""electronic books. | conference papers and proceedings.""",9781441960702,"""international series in operations research & management science ; 144.""","""1 online resource (xi, 194 pages)"""
b740,"""mobile data access : first international conference, mda'99, hong kong, china, december 16-17, 1999 : proceedings""","""leong, hong va.""","""berlin ; springer, â©1999.""","""electronic books. | conference proceedings.""",9783540466697,"""lecture notes in computer science ; 1748.""","""1 online resource (x, 239 pages)"""
b741,"""data and applications security xxiii : 23rd annual ifip wg 11.3 working conference, montreal, canada, july 12-15, 2009 ; proceedings""","""gudes, ehud. | vaidya, jaideep.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642030079,"""lecture notes in computer science ; 5645.""","""1 online resource (xi, 314 pages)"""
b742,"""research methods in remote sensing""","""bhatta, b. (basudeb)""","""dordrecht""","""nan""",9789400765931,"""springerbriefs in earth sciences. 2191-5369""","""xiii, 125 p."""
b743,"""research methods in remote sensing""","""bhatta, b. (basudeb)""","""dordrecht ; springer, â©2013.""","""electronic books.""",9789400765948,"""springerbriefs in earth sciences.""","""1 online resource."""
b744,"""algorithms and data structures : 13th international symposium, wads 2013, london, on, canada, august 12-14, 2013, proceedings""","""dehne, f. | solis-oba, roberto, | sack, j.-r.""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783642401046,"""lecture notes in computer science ; 8037. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xiv, 538 pages)"""
b745,"""methods for experimental design : principles and applications for physicists and chemists""","""goupy, jacques l., 1934-""","""amsterdam ; elsevier, 1993.""","""electronic books.""",9780444895295,"""data handling in science and technology ; v. 12.""","""1 online resource (xvi, 449 p.)"""
b747,"""principles of data mining and knowledge discovery : 5th european conference, pkdd 2001, freiburg, germany, september 3-5, 2001 : proceedings""","""raedt, luc de, | siebes, arno,""","""berlin ; springer, c2001.""","""electronic books. | conference proceedings.""",9783540447948,"""lecture notes in computer science ; 2168. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xviii, 510 p.)"""
b748,"""rough sets, fuzzy sets, data mining and granular computing : 13th international conference, rsfdgrc 2011, moscow, russia, june 25-27, 2011 : proceedings""","""kuznetsov, sergei o.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642218811,"""lecture notes in computer science ; 6743. 0302-9743 lecture notes in computer science. lecture notes in artificial intelligence. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xiii, 370 pages)"""
b749,"""financial cryptography and data security : fc 2010 workshops, rlcps, wecsr, and wlc 2010, tenerife, canaray islands, spain, january 25-28, 2010 : revised selected papers""","""sion, radu.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642149924,"""lecture notes in computer science ; 6054. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (x, 255 p.)"""
b750,"""advanced data mining and applications : 9th international conference, adma 2013, hangzhou, china, december 14-16, 2013, proceedings. part ii""","""motoda, hiroshi,""","""heidelberg""","""electronic books.""",9783642539176,"""lecture notes in computer science. lecture notes in artificial intelligence ; 8347. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xxi, 538 pages)"""
b751,"""financial cryptography and data security : fc 2016, international workshops bitcoin, voting, and wahc, christ church, barbados, february 26, 2016, revised selected papers""","""clark, jeremy, | meiklejohn, sarah, | ryan, peter, | wallach, dan, | brenner, michael, | rohloff, kurt,""","""berlin""","""electronic books. | conference papers and proceedings.""",9783662533574,"""lecture notes in computer science ; 9604. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource."""
b752,"""a primer on scientific programming with python""","""langtangen, hans petter, 1962-""","""berlin ; springer, c2012.""","""electronic books.""",9783642302930,"""texts in computational science and engineering ; 6.""","""1 online resource."""
b753,"""advances in intelligent data analysis xiv : 14th international symposium, ida 2015, saint etienne. france, october 22 -24, 2015. proceedings""","""fromont, elisa. | de bie, tijl. | van leeuwen, matthijs.""","""cham""","""electronic books.""",9783319244655,"""lecture notes in computer science ; 9385. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xxix, 346 p.)"""
b754,"""a primer on scientific programming with python""","""langtangen, hans petter, 1962-""","""berlin ; new york""","""electronic books.""",9783642302930,"""texts in computational science and engineering ; 6.""","""1 online resource."""
b755,"""temporal, spatial, and spatio-temporal data mining : first international workshop, tsdm 2000, lyon, france, september 12, 2000 : revised papers""","""roddick, john f. | hornsby, kathleen.""","""berlin ; springer, 2001.""","""electronic books. | conference proceedings.""",9783540452447,"""lecture notes in computer science ; 2007. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (vi, 163 p.)"""
b756,"""secure data management : 9th vldb workshop, sdm 2012, istanbul, turkey, august 27, 2012. proceedings""","""jonker, willem, | petkoviä, milan.""","""berlin ; springer, â©2012.""","""electronic books. | conference papers and proceedings.""",9783642328732,"""lecture notes in computer science ; 7482. lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource."""
b757,"""the impact of long-term monitoring on variable star research : astrophysics, instrumentation, data handling, archiving""","""sterken, c. (christiaan)""","""dordrecht""","""electronic books. | conference proceedings.""",9789401111645,"""nato asi series, series c""","""1 online resource (476 pages)"""
b758,"""time-of-flight cameras : principles, methods and applications""","""hansard, miles.""","""london ; springer, â©2013.""","""electronic books.""",9781447146582,"""springerbriefs in computer science.""","""1 online resource (x, 96 pages)"""
b759,"""practical environmental statistics and data analysis""","""rong, yue,""","""glendale, az""","""nan""",9781906799045,"""nan""","""xxii, 269 p., [15] p. of plates"""
b760,"""missing data : analysis and design""","""graham, john w.""","""new york, ny""","""electronic books.""",9781461440185,"""statistics for social and behavioral sciences.""","""1 online resource (xxiii, 323 pages)."""
b761,"""data mining for scientific and engineering applications""","""grossman, robert,""","""dordrecht ; boston, mass.""","""electronic books.""",9781461517337,"""massive computing (unnumbered)""","""1 online resource (xx, 605 pages)"""
b763,"""handbook of research methods and applications in spatially integrated social science""","""stimson, r. j.""","""cheltenham""","""nan""",9780857932969,"""handbooks of research methods and applications.""","""xv, 663 pages"""
b764,"""harbour protection through data fusion technologies""","""shahbazian, e. | rogova, galina. | deweert, michael j.""","""dordrecht ; springer, â©2009.""","""electronic books. | conference papers and proceedings.""",9781402088834,"""nato science for peace and security series. series c, environmental security.""","""1 online resource (xx, 360 pages)"""
