ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b1368,"""Conservation planning : informed decisions for a healthier planet""","""Groves, Craig""","""Greenwood Village, Colorado""","""nan""",9781936221516,"""nan""","""xxiii, 580 pages"""
b1369,"""Resonance : from probability to epistemology and back""","""Burdzy, K. (Krzysztof)""","""London""","""nan""",9781783269204,"""nan""","""xx, 408 pages ; 24 cm"""
b1370,"""Computational science and its applications-- ICCSA 2012 : 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings. Part II""","""Murgante, Beniamino.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642310751,"""Lecture notes in computer science ; 7334. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1371,"""Computational science and its applications -- ICCSA 2012 : 12th International Conference, Salvador de Bahia, Brazil, June 18-21, 2012, Proceedings. Part III""","""Murgante, Beniamino.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642311376,"""Lecture notes in computer science ; 7335. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1372,"""Advances in knowledge discovery and data mining : 16th Pacific-Asia Conference, PAKDD 2012, Kuala Lumpur, Malaysia, May 29-June 1, 2012, Proceedings. Part II""","""Tan, Pang-Ning.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642302206,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7302. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxiv, 445 pages)."""
b1373,"""Cases on assessment and evaluation in education""","""Khosrow-Pour, Mehdi,""","""Hershey, Pa.""","""Electronic books.""",9781466626225,"""nan""","""1 online resource (xxvii, 664 pages)"""
b1374,"""Knowledge management and acquisition for intelligent systems : 12th Pacific Rim Knowledge Acquisition Workshop, PKAW 2012, Kuching, Malaysia, September 5-6, 2012. Proceedings""","""Richards, Deborah. | Kang, Byeong-Ho.""","""Berlin ; Springer, c2012.""","""Electronic books. | Conference papers and proceedings.""",9783642325410,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7457. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource"""
b1375,"""Knowledge discovery, knowledge engineering and knowledge management : 4th International Joint Conference, IC3K 2012, Barcelona, Spain, October 4-7, 2012, Revised selected papers""","""Fred, Ana,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642541056,"""Communications in computer and information science ; 415.""","""1 online resource."""
b1376,"""Algorithms in bioinformatics : 12th International Workshop, WABI 2012, Ljubljana, Slovenia, September 10-12, 2012. Proceedings""","""Raphael, Benjamin J., | Tang, Jijun.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642331220,"""Lecture notes in computer science. Lecture notes in bioinformatics ; 7534. Lecture notes in computer science. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource."""
b1377,"""Intelligent distributed computing VI : Proceedings of the 6th International Symposium on Intelligent Distributed Computing-- IDC 2012, Calabria, Italy, September 2012""","""Fortino, Giancarlo,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642325243,"""Studies in computational intelligence ; 446.""","""1 online resource"""
b1378,"""High performance computing in science and engineering '13 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2013""","""Nagel, Wolfgang E., | KrÃ¶ner, Dietmar, | Resch, Michael,""","""Cham""","""Electronic books.""",9783319021652,"""nan""","""1 online resource"""
b1379,"""Computer security - ESORICS 2013 : 18th European Symposium on Research in Computer Security, Egham, UK, September 9-13, 2013 : proceedings""","""Crampton, Jason, | Jajodia, Sushil, | Mayes, Keith E.,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642402036,"""Lecture notes in computer science ; 8134. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xviii, 794 pages)"""
b1380,"""Computer security-- ESORICS 2012 : 17th European Symposium on Research in Computer Security, Pisa, Italy, September 10-12, 2012. Proceedings""","""Foresti, Sara. | Yung, Moti. | Martinelli, Fabio,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642331671,"""Lecture notes in computer science ; 7459. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource."""
b1381,"""Flexible query answering systems : 10th International Conference, FQAS 2013, Granada, Spain, September 18-20, 2013. Proceedings""","""Larsen, Henrik Legind,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642407697,"""Lecture notes in computer science, 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence ; 8132. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xvi, 694 pages)"""
b1382,"""Advances in computational intelligence : 14th International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems, IPMU 2012, Catania,...""","""Greco, Salvatore.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642317156,"""Communications in computer and information science ; 298.""","""1 online resource"""
b1383,"""Research and advanced technology for digital libraries : International Conference on Theory and Practice of Digital Libraries, TPDL 2013, Valletta, Malta, September 22-26, 2013....""","""Aalberg, Trond,""","""Berlin, Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642405013,"""Lecture notes in computer science ; 8092. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxii, 497 pages)"""
b1384,"""Mixtures : estimation and applications""","""Mengersen, Kerrie L. | Robert, Christian P., | Titterington, D. M.""","""Hoboken, N.J.""","""nan""",9781119993896,"""Wiley series in probability and statistics.""","""xviii, 311 p."""
b1385,"""Mixtures : estimation and applications""","""Mengersen, Kerrie L. | Robert, Christian P., | Titterington, D. M.""","""Hoboken, N.J.""","""Electronic books.""",9781119995678,"""Wiley series in probability and statistics.""","""1 online resource (xviii, 311 pages)"""
b1386,"""Web technologies and applications : 15th Asia-Pacific Web Conference, APWeb 2013, Sydney, Australia, April 4-6, 2013. Proceedings""","""Ishikawa, Yoshiharu.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642374012,"""Lecture notes in computer science ; 7808. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b1389,"""Electronic visualisation in arts and culture""","""Bowen, J. P. | Keene, Suzanne, | Ng, Kia,""","""London""","""Electronic books. | Conference proceedings.""",9781447154068,"""Springer series on cultural computing, 2195-9056""","""1 online resource (xii, 291 pages)"""
b1390,"""Incomplete categorical data design : non-randomized response techniques for sensitive questions in surveys""","""Tian, Guo-Liang.""","""Boca Raton, FL""","""nan""",9781439855331,"""Statistics in the social and behavioral sciences series.""","""xix, 301 pages"""
b1391,"""Webble technology : first Webble World Summit, WWS 2013, Erfurt, Germany, June 3-5, 2013. Proceedings""","""Arnold, Oksana.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642388361,"""Communications in computer and information science ; 372.""","""1 online resource."""
b1392,"""Cyber security and privacy : trust in the digital world and cyber security and privacy EU Forum 2013, Brussels, Belgium, April 2013, Revised selected papers""","""Felici, Massimo,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642412059,"""Communications in computer and information science ; 182. 1865-0929""","""1 online resource (xiv, 177 pages)"""
b1393,"""Verification, Model Checking, and Abstract Interpretation : 13th International Conference, VMCAI 2012, Philadelphia, PA, USA, January 22-24, 2012. Proceedings""","""Kuncak, Viktor. | Rybalchenko, Andrey.""","""Berlin, Heidelberg""","""Electronic books.""",9783642279409,"""Lecture notes in computer science ; 7148.""","""1 online resource."""
b1394,"""Advances in computational intelligence : IEEE World Congress on Computational Intelligence, WCCI 2012, Brisbane, Australia, June 10-15, 2012. PlenaryInvited lectures""","""Liu, Jing.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642306877,"""Lecture notes in computer science ; 7311. 1611-3349 Lecture notes in computer science. State-of-the-art survey. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (viii, 279 pages)"""
b1395,"""Green communication and networking : second International Conference, GreeNets 2012, Gandia, Spain, October 25-26, 2012, Revised selected papers""","""Lloret Mauri, Jaime. | Rodrigues, Joel,""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642379772,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 113.""","""1 online resource."""
b1396,"""High performance computing : 8th CCF Conference, HPC 2012, Zhangjiajie, China, October 29-31, 2012, Revised selected papers""","""Zhang, Yunquan, | Li, Kenli, | Xiao, Zheng,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642415913,"""Communications in computer and information science ; 207. 1865-0929""","""1 online resource (x, 167 pages)"""
b1397,"""The Oxford handbook of research strategies for clinical psychology""","""Comer, Jonathan S., | Kendall, Philip C.,""","""Oxford""","""Handbooks and manuals.""",9780199793549,"""Oxford library of psychology.""","""xvi, 459 pages"""
b1398,"""Green communications and networking : first International Conference, GreeNets 2011, Colmar, France, October 5-7, 2011, Revised selected papers""","""Rodrigues, Joel J. P. C.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642333682,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 51.""","""1 online resource."""
b1399,"""Evaluating AAL systems through competitive benchmarking : international competitions and final workshop, EvAAL 2013, July and September 2013. Proceedings""","""BotÃ­a, Juan A.,""","""Heidelberg""","""Electronic books.""",9783642410437,"""Communications in computer and information science ; 386.""","""1 online resource (xii, 141 pages)"""
b1400,"""Computer and information sciences III : 27th International Symposium on Computer and Information Sciences""","""Gelenbe, Erol, | Lent, Ricardo.""","""London ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9781447145943,"""nan""","""1 online resource"""
b1401,"""Euro-Par 2011: Parallel processing workshops : CCPI, CGWS, HeteroPar, HiBB, HPCVirt, HPPC, HPSS, MDGS, ProPer, Resilience, UCHPC, VHPC, Bordeaux, France, August 29-September 2,...""","""Alexander, Michael,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642297403,"""Lecture notes in computer science ; 7156. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxx, 480 pages)."""
b1402,"""Computational linguistics and intelligent text processing : 14th International Conference, CICLing 2013, Samos, Greece, March 24-30, 2013, Proceedings. Part I""","""Gelbukh, Alexander,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642372476,"""Lecture notes in computer science ; 7816. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource"""
b1403,"""The SAGE handbook of GIS and society""","""Nyerges, Timothy L. | Couclelis, Helen. | McMaster, Robert Brainerd.""","""Los Angeles""","""Electronic books. | Geographic information systems. | Geographic information systems.""",9781446201046,"""nan""","""1 online resource"""
b1404,"""Routledge handbook of qualitative research in sport and exercise""","""Smith, Brett | Sparkes, Andrew C.,""","""London ; New York, NY""","""nan""",9781138792487,"""nan""","""xxi, 495 pages ; 25 cm."""
b1405,"""The SAGE handbook of GIS and society""","""Nyerges, Timothy L. | Couclelis, Helen. | McMaster, Robert Brainerd.""","""Los Angeles""","""Electronic books.""",9781446201046,"""nan""","""1 online resource"""
b1407,"""Engineering applications of neural networks : 14th International Conference, EANN 2013, Halkidiki, Greece, September 13-16, 2013, Proceedings. Part II""","""Iliadis, Lazaros S., | Papadopoulos, Harris, | Jayne, Chrisina,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642410161,"""Communications in computer and information science ; 384.""","""1 online resource (xxiv, 326 pages)"""
b1408,"""Mobile and ubiquitous systems: Computing, networking, and dervices : 8th International ICST Conference, MobiQuitous 2011, Copenhagen, Denmark, December 6-9, 2011, Revised...""","""Puiatti, Alessandro. | Gu, Tao.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642309731,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 104.""","""1 online resource."""
b1409,"""Information and software technologies : 19th International Conference, ICIST 2013, Kaunas, Lithuania, October 2013. Proceedings""","""Skersys, Tomas, | Butleris, Rimantas, | Butkiene, Rita,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642419478,"""Communications in computer and information science ; 403. 1865-0929""","""1 online resource (xiii, 416 pages)."""
b1410,"""Methods that matter : integrating mixed methods for more effective social science research""","""Hay, M. Cameron,""","""Chicago ; London""","""nan""",9780226328522,"""nan""","""xviii, 440 pages"""
b1411,"""Digital forensics and cyber crime : third International ICST Conference, ICDF2C 2011, Dublin, Ireland, October 26-28, 2011, revised selected papers""","""Gladyshev, Pavel. | Rogers, Marcus K.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642355158,"""Lecture notes of the Institute for Computer Sciences, Social Informatics, and Telecommunications Engineering ; 88.""","""1 online resource (xi, 296 pages)"""
b1413,"""Ambient assisted living and active aging : 5th International Work-Conference, IWAAL 2013, Carrillo, Costa Rica, December 2-6, 2013, Proceedings""","""Nugent, Christopher, | Coronato, Antonio, | Bravo, JosÃ©,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783319030920,"""Lecture notes in computer science ; 8277. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 135 pages)"""
b1414,"""Uniting electron crystallography and powder diffraction : [proceedings of the NATO Advanced Study Institute on Uniting Electron Crystallography and Powder Diffraction : an...""","""Kolb, Ute.""","""Dordrecht""","""Electronic books. | Conference papers and proceedings.""",9789400755802,"""NATO Science for Peace and Security series. B, Physics and biophysics.""","""1 online resource."""
b1415,"""Algorithms - ESA 2013 : 21st Annual European Symposium, Sophia Antipolis, France, September 2-4, 2013 : proceedings""","""Bodlaender, H. L., | Italiano, Giuseppe F.,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642404504,"""Lecture notes in computer science ; 8125.""","""1 online resource (xviii, 829 pages)"""
b1416,"""Database systems for advanced applications : 17th International Conference, DASFAA 2012, Busan, South Korea, April 15-19, 2012, Proceedings. Part II""","""Lee, Sang-goo.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642290350,"""Lecture notes in computer science ; 7239. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxii, 335 pages)."""
b1418,"""Computing and combinatorics : 19th International Conference, COCOON 2013, Hangzhou, China, June 21-23, 2013. Proceedings""","""Du, Dingzhu, | Zhang, Guochuan,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642387685,"""Lecture notes in computer science ; 7936. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xviii, 861 pages)"""
b1419,"""Computational science and its applications-- ICCSA 2013 : 13th International Conference, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings. Part II""","""Murgante, Beniamino, | Misra, Sanjay, | Carlini, Maurizio, | Torre, Carmelo, | Nguyen, Hong-Quang, | Taniar, David, | Apduhan, Bernady O., | Gervasi, Osvaldo,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396434,"""Lecture notes in computer science ; 7972. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxxv, 715 pages)"""
b1420,"""Wireless algorithms, systems, and applications : 7th International Conference, WASA 2012, Yellow Mountains, China, August 8-10, 2012. Proceedings""","""Wang, Xinbing.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642318696,"""Lecture notes in computer science ; 7405. 1611-3349 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xvi, 747 pages)"""
b1421,"""Advances in computer science and information engineering. Volume 2""","""Jin, David. | Lin, Sally.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642302237,"""Advances in intelligent and soft computing ; 169.""","""1 online resource (xix, 720 pages)."""
b1422,"""SOFSEM 2013: Theory and practice of computer science : 39th International Conference on Current Trends in Theory and Practice of Computer Science, Å pindlerÅ¯v MlÃ½n, Czech...""","""Emde Boas, P. van.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642358432,"""Lecture notes in computer science ; 7741. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1423,"""Rough sets and current trends in computing : 8th International Conference, RSCTC 2012, Chengdu, China, August 17-20, 2012. Proceedings""","""Yao, JingTao.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642321153,"""Lecture notes in computer science ; 7413. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xvii, 480 pages)"""
b1424,"""Progress in pattern recognition, image analysis, computer vision, and applications : 18th Iberoamerican Congress, CIARP 2013, Havana, Cuba, November 20-23, 2013, Proceedings....""","""Ruiz-Shulcloper, JosÃ©, | Sanniti di Baja, Gabriella,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642418228,"""Lecture notes in computer science ; 8258. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xxxii, 563 pages)"""
b1425,"""Web information systems engineering-- WISE 2012 : 13th international conference, Paphos, Cyprus, November 28-30, 2012, proceedings""","""Wang, Sean,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642350634,"""Lecture notes in computer science ; 7651. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b1426,"""Database and expert systems applications : 23rd International Conference, DEXA 2012, Vienna, Austria, September 3-6, 2012, Proceedings. Part I""","""Liddle, Stephen W.,""","""Heidelberg ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326004,"""Lecture notes in computer science ; 7446. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b1427,"""Computational collective intelligence : technologies and applications : 4th International Conference, ICCCI 2012, Ho Chi Minh City, Vietnam, November 28-30, 2012 : proceedings....""","""Nguyen, Ngoc Thanh | Hoang, Kiem. | JÄdrzejowicz, Piotr.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642347078,"""Lecture notes in computer science ; 7654. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxv, 565 pages)"""
b1428,"""Mathematical foundations of computer science, 1976 : proceedings, 5th Symposium, GdaÅsk, September 6-10, 1976""","""Mazurkiewicz, Antoni.""","""Berlin ; Springer-Verlag, 1976.""","""Electronic books. | Conference proceedings.""",9783540381693,"""Lecture notes in computer science ; 45.""","""1 online resource (xi, 606 p.)"""
b1429,"""Artificial intelligence in medicine : 14th Conference on Artificial Intelligence in Medicine, AIME 2013, Murcia, Spain, May 29-June 1, 2013 : proceedings""","""Peek, Niels, | MarÃ­n Morales, Roque, | Peleg, Mor,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642383267,"""Lecture notes in computer science ; 7885. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xix, 316 pages)"""
b1430,"""Future generation information technology : 4th International Conference, FGIT 2012, Gangneug, Korea, December 16-19, 2012, proceedings""","""Kim, Tai-hoon. | Lee, Young-hoon. | Fang, Wai-Chi.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642355851,"""Lecture notes in computer science ; 7709. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 284 pages)"""
b1431,"""Advances in communication networking : 19th EUNICEIFIP WG 6.6 International Workshop, Chemnitz, Germany, August 28-30, 2013. Proceedings""","""Bauschert, Thomas,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642405525,"""Lecture notes in computer science ; 8115, 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 322 pages)"""
b1432,"""Computer information systems and industrial management : 12th IFIP TC8 International Conference, CISIM 2013, Krakow, Poland, September 25-27, 2013. Proceedings""","""Saeed, Khalid""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642409257,"""Lecture notes in computer science ; 8104. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xx, 524 pages)"""
b1433,"""Mapping the seafloor for habitat characterization""","""Todd, Brian J. | Greene, H. G.""","""St. John's, N.L.""","""nan""",9781897095331,"""Geological Association of Canada special paper ; 47.""","""xiv, 519 p."""
b1434,"""Foundations of software science and computational structures : 15th International Conference, FOSSACS 2012, held as part of the European Joint Conferences on Theory and Practice...""","""Birkedal, Lars.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642287299,"""Lecture notes in computer science ; 7213. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xvii, 484 pages)."""
b1435,"""Fundamental approaches to software engineering : 15th International Conference, FASE 2012, held as part of the European Joint Conferences on Theory and Practice of Software,...""","""Lara, Juan de | Zisman, Andrea.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642288722,"""Lecture notes in computer science ; 7212. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xvi, 518 pages)."""
b1436,"""On the move to meaningful internet systems: OTM 2013 Workshops : Confederated International Workshops: OTM Academy, OTM Industry Case Studies Program, ACM, EI2N, ISDE, META4eS,...""","""Demey, Yan Tang, | Panetto, Herve,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642410338,"""Lecture notes in computer science ; 8186. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxxvi, 749 pages)"""
b1437,"""Analysis of urban growth and sprawl from remote sensing data""","""Bhatta, B. (Basudeb)""","""Heidelberg ; Springer, Â©2010.""","""Electronic books.""",9783642052996,"""Advances in geographic information science.""","""1 online resource (xx, 172 pages)"""
b1438,"""Euro-Par 2011: Parallel processing workshops : CCPI, CGWS, HeteroPar, HiBB, HPCVirt, HPPC, HPSS, MDGS, ProPer, Resilience, UCHPC, VHPC, Bordeaux, France, August 29-September 2,...""","""Alexander, Michael,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642297373,"""Lecture notes in computer science ; 7155.""","""1 online resource (xxix, 524 pages)."""
b1439,"""Algorithms and computation : 24th International Symposium, ISAAC 2013, Hong Kong, China, December 16-18, 2013, Proceedings""","""Cai, Leizhen,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642450303,"""Lecture notes in computer science ; 8283. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xviii, 747 pages)"""
b1440,"""Building a national distributed e-Infrastructure--PL-Grid : scientific and technical achievements""","""Bubak, Marian. | Szepieniec, Tomasz. | Wiatr, Kazimierz.""","""Berlin ; Springer, c2012.""","""Electronic books.""",9783642282676,"""Lecture notes in computer science ; 7136. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 354 p.)"""
b1441,"""Distributed computing and networking : 14th International Conference, ICDCN 2013, Mumbai, India, January 3-6, 2013. Proceedings""","""Frey, Davide.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642356681,"""Lecture notes in computer science ; 7730. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1442,"""Distributed computing : 27th International Symposium, DISC 2013, Jerusalem, Israel, October 14-18, 2013. Proceedings""","""Afek, Yehuda,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642415272,"""Lecture notes in computer science ; 8205. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxiv, 586 pages)"""
b1443,"""Leveraging applications of formal methods, verification and validation : applications and case studies ; 5th International Symposium, ISoLA 2012, Heraklion, Crete, Greece,...""","""Margaria-Steffen, Tiziana, | Steffen, Bernhard.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642340321,"""Lecture notes in computer science ; 7610. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xvi, 361 pages)"""
b1444,"""Information theory, combinatorics, and search theory : in memory of Rudolf Ahlswede""","""Aydinian, Harout. | Cicalese, Ferdinando. | Deppe, Christian.""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642368998,"""Lecture notes in computer science ; 7777. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1445,"""Information systems, technology and management : 6th International Conference, ICISTM 2012, Grenoble, France, March 28-30, 2012. Proceedings""","""Dua, Sumeet.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642291661,"""Communications in computer and information science ; 285.""","""1 online resource (xvii, 458 pages)"""
b1446,"""Reconfigurable computing: Architectures, tools and applications : 9th International Symposium, ARC 2013, Los Angeles, CA, USA, March 25-27, 2013. Proceedings""","""Brisk, Philip. | Coutinho, JosÃ© Gabriel de Figueiredo. | Diniz, Pedro C.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642368127,"""Lecture notes in computer science ; 7806. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1447,"""Quantitative evaluation of systems : 10th International Conference, QEST 2013, Buenos Aires, Argentina, August 27-30, 2013. Proceedings""","""Joshi, Kaustubh,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642401961,"""Lecture notes in computer science ; 8054. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xii, 406 pages)"""
b1448,"""Proceedings of the 2nd International Conference on Green Communications and Networks 2012 (GCN 2012). Volume 2""","""Yang, Yuhang. | Ma, Maode.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642355677,"""Lecture notes in electrical engineering ; v.224.""","""1 online resource."""
b1449,"""Information security and privacy : 17th Australasian Conference, ACISP 2012, Wollongong, NSW, Australia, July 9-11, 2012. Proceedings""","""Susilo, Willy. | Mu, Yi, | Seberry, Jennifer,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314483,"""Lecture notes in computer science ; 7372. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 460 pages)"""
b1450,"""Information security and cryptology-- ICISC 2011 : 14th International Conference, Seoul, Korea, November 30 - December 2, 2011. Revised selected papers""","""Kim, Howon.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642319129,"""Lecture notes in computer science ; 7259. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 512 pages)"""
b1451,"""Information and communications security : 15th International Conference, ICICS 2013, Beijing, China, November 20-22, 2013. Proceedings""","""Qing, Sihan, | Zhou, Jianying, | Liu, Dongmei""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319027265,"""Lecture notes in computer science ; 8233. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 414 pages)"""
