ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a856,"""multilevel modeling of educational data""","""edited by ann a. o'connell and d. betsy mccoach""","""charlotte, nc : iap, [2008] ©2008""","""books""",9781593116842,"""quantitative methods in education and the behavioral sciences,""","""nan"""
a857,"""web analytics 2.0 : the art of online accountability & science of customer centricity""","""avinash kaushik""","""indianapolis, in : wiley, [2010] ©2010""","""books""",9780470529393,"""nan""","""nan"""
a858,"""data management and file processing""","""mary e.s. loomis""","""englewood cliffs, n.j. : prentice-hall, [1983] ©1983""","""books""",9780131964778,"""prentice-hall software series,""","""nan"""
a859,"""applied mathematics for science and engineering""","""larry a. glasgow""","""hoboken, new jersey : wiley, 2014. ©2014""","""books""",9781118750544,"""nan""","""nan"""
a860,"""practical data analysis for designed experiments""","""brian s. yandell""","""london ; new york : chapman & hall, 1997.""","""books""",9780412063411,"""texts in statistical science,""","""nan"""
a861,"""science in primary schools examining the practices of effective teachers""","""edited by angela fitzgerald""","""rotterdam : sensepublishers : imprint: sensepublishers, 2012.""","""books""",9789460918582,"""nan""","""nan"""
a862,"""data structures in java""","""thomas a. standish""","""reading, mass. : addison-wesley, [1998] ©1998""","""books""",9780201305647,"""nan""","""nan"""
a863,"""social media mining with r : deploy cutting-edge sentiment analysis techniques to real-world social media data using r""","""nathan danneman, richard heimann ; cover image by monseé g. wood""","""birmingham, england : packt publishing, 2014. ©2014""","""books""",9781783281787,"""community experience distilled,""","""nan"""
a864,"""cyber-risk management""","""atle refsdal, bjørnar solhaug, ketil stølen""","""cham : springer, [2015]""","""books""",9783319235707,"""springerbriefs in computer science,""","""nan"""
a865,"""heat pipes""","""engineering sciences data unit""","""london ; mclean, va. : the unit, 1981.""","""books""",9780856793592,"""nan""","""nan"""
a866,"""big data benchmarks, performance optimization, and emerging hardware : 6th workshop, bpoe 2015, kohala, hi, usa, august 31-september 4, 2015, revised selected papers""","""jianfeng zhan, rui han, roberto v. zicari (eds.)""","""switzerland : springer, 2016.""","""books""",9783319290065,"""lecture notes in computer science ; 9495,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a867,"""weaving science inquiry and continuous assessment : using formative assessment to improve learning""","""maura o'brien carlson, gregg e. humphrey, karen s. reinhardt ; foreword by susan mundry""","""thousand oaks, calif. : corwin press, [2003] ©2003""","""books""",9780761945895,"""nan""","""nan"""
a868,"""youth ethnic and national identity in bosnia and herzegovina : social science approaches""","""danijela majstorović and vladimir turjačanin""","""houndmills, basingstoke, hampshire : palgrave macmillan, 2013.""","""books""",9781137346940,"""nan""","""nan"""
a870,"""information security : 13th international conference, isc 2010, boca raton, fl, usa, october 25-28, 2010 : revised selected papers""","""mike burmester ... [and others] (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642181788,"""lecture notes in computer science ; 6531,""","""nan"""
a871,"""a framework for distributed problem solving""","""by reid g. smith""","""ann arbor, mich. : umi research press, [1981] ©1981""","""books""",9780835712187,"""computer science. artificial intelligence ; no. 10,""","""nan"""
a872,"""survey analysis for indigenous policy in australia : social science perspectives""","""edited by boyd hunter and nicholas biddle""","""acton, a.c.t. : anu e press, 2012.""","""books""",9781922144195,"""research monograph (australian national university. centre for aboriginal economic policy research) ; 32,""","""nan"""
a873,"""low light level devices for science and technology, march 22-23, 1976, reston, virginia""","""charles freeman, editor ; presented by the society of photo-optical instrumentation engineers and the society of photographic scientists and engineers, in cooperation with optical sciences center, university of arizona ... [and others]""","""palos verdes estates, calif. : spie, 1976.""","""books""",9780892521050,"""proceedings of the society of photo-optical instrumentation engineers ; v. 78,""","""nan"""
a874,"""atlas of nutritional data on united states and canadian feeds""","""[by the] subcommittee on feed composition, committee on animal nutrition, agricultural board, national research council, united states and committee on feed composition, research branch, department of agriculture, canada""","""washington : national academy of sciences, 1971 [c1972]""","""books""",9780309019194,"""nan""","""nan"""
a875,"""big data analytics : third international conference, bda 2014, new delhi, india, december 20-23, 2014, proceedings""","""edited by srinath srinivasa, sameep mehta""","""cham : springer, 2014.""","""books""",9783319138206,"""lecture notes in computer science ; 8883,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a876,"""mathematical software - icms 2006 : second international congress on mathematical software, castro urdiales, spain, september 1-3, 2006 : proceedings""","""andrés iglesias, nobuki takayama (eds.)""","""berlin ; new york : springer, [2006] ©2006""","""books""",9783540380849,"""lecture notes in computer science. 4151,""","""nan"""
a878,"""anticipating future innovation pathways through large data analysis""","""tugrul u. daim, denise chiavetta, alan l. porter, ozcan saritas, editors""","""switzerland : springer, 2016.""","""books""",9783319390567,"""innovation, technology, and knowledge management,""","""nan"""
a879,"""agents and data mining interaction : 4th international workshop, admi 2009, budapest, hungary, may 10-15, 2009 : revised selected papers""","""longbing cao ... [and others] (eds.)""","""berlin ; new york, ny : springer, [2009] ©2009""","""books""",9783642036033,"""lecture notes in computer science ; 5680,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a880,"""using microcomputers in physical education and the sport sciences""","""edited by joseph e. donnelly""","""champaign, ill. : human kinetics publishers, [1987] ©1987""","""books""",9780873220835,"""nan""","""nan"""
a881,"""statistics for business : data analysis and modelling""","""jonathan d. cryer and robert b. miller""","""boston : pws-kent, 1991.""","""books""",9780534922399,"""duxbury advanced series in statistics and decision sciences,""","""nan"""
a882,"""structured peer-to-peer systems : fundamentals of hierarchical organization, routing, scaling, and security""","""by dmitry korzun, andrei gurtov ; foreword by ion stoica""","""new york, ny : springer, [2013] ©2013""","""books""",9781461454830,"""nan""","""nan"""
a883,"""scientific american triumph of discovery : a chronicle of great adventures in science""","""foreword by john h. gibbons""","""first edition. new york : h. holt, 1995.""","""books""",9780805035513,"""henry holt reference book,""","""nan"""
a884,"""quantitative research methods in the social sciences""","""paul s. maxim""","""new york : oxford university press, 1999.""","""books""",9780195114652,"""nan""","""nan"""
a885,"""interpretation and extrapolation of chemical and biological carcinogenicity data to establish human safety standards ; the use of short-term tests for mutagenicity and carcinogenicity in chemical hazard evaluation""","""edited by h.c. grice ; sponsored by the international life sciences institute""","""new york : springer-verlag, [1984] ©1984""","""books""",9780387136967,"""current issues in toxicology,""","""nan"""
a886,"""wind resource assessment and micro-siting : science and engineering""","""matthew huaiquan zhang""","""singapore : john wiley & sons singapore pte. ltd., 2015.""","""books""",9781118900123,"""nan""","""nan"""
a887,"""exploring services science : first international conference, iess 2010, geneva, switzerland, february 17-19, 2010 : revised papers""","""jean-henry morin, jolita ralyté, mehdi snene (eds.)""","""berlin : springer, 2010.""","""books""",9783642143199,"""lecture notes in business information processing ; 53,""","""nan"""
a888,"""practical skills in sport and exercise science""","""peter reaburn ... [and others]""","""harlow, england ; n.y. : prentice hall, 2011.""","""books""",9781408203774,"""nan""","""nan"""
a889,"""graph-grammars and their application to computer science and biology : international workshop, bad honnef, october 30-november 3, 1978""","""edited by volker claus, hartmut ehrig, and grzegorz rozenberg""","""berlin ; new york : springer-verlag, 1979.""","""books""",9780387095257,"""lecture notes in computer science ; v. 73,""","""nan"""
a890,"""data analysis for biomolecular sciences""","""jon maber""","""harlow : longman, 1999.""","""books""",9780582305953,"""nan""","""nan"""
a891,"""the science of science policy : a handbook""","""edited by kaye husbands fealing ... [and others]""","""stanford, calif. : stanford business books, 2011.""","""books""",9780804770781,"""innovation and technology in the world economy,""","""nan"""
a892,"""c++ : object-oriented data structures""","""saumyendra sengupta, carl phillip korobkin""","""new york : springer-verlag, [1994] ©1994""","""books""",9780387941943,"""nan""","""nan"""
a894,"""data abstraction and object-oriented programming in c""","""keith e. gorlen, sanford m. orlow, perry s. plexico""","""stuttgart : b.g. teeubner ; chichester ; new york : j. wiley, [1990, 1991] ©1990""","""books""",9780471923466,"""nan""","""nan"""
a895,"""differential equation analysis in biomedical science and engineering : partial differential equation applications with r""","""william e. schiesser""","""hoboken, new jersey : wiley, [2013]""","""books""",9781118705162,"""nan""","""nan"""
a896,"""the complete handbook of science fair projects""","""julianne blair bochinski""","""new york : wiley, [1991] ©1991""","""books""",9780471527299,"""wiley science editions,""","""nan"""
a897,"""data file handling for the ibm pc and xt""","""howard white""","""new york, n.y. : brady communications co., [1985] ©1985""","""books""",9780893034023,"""nan""","""nan"""
a898,"""memory and the computational brain why cognitive science will transform neuroscience""","""c.r. gallistel and adam philip king""","""chichester, u.k. ; malden, ma : wiley-blackwell, 2009.""","""books""",9781444310481,"""blackwell/maryland lectures in language and cognition,""","""nan"""
a899,"""best practices in data cleaning : a complete guide to everything you need to do before and after collecting your data""","""jason w. osborne""","""thousand oaks, calif. : sage, [2013] ©2013""","""books""",9781412988018,"""nan""","""nan"""
a900,"""data models""","""dionysios c. tsichritzis, frederick h. lochovsky""","""englewood cliffs, n.j. : prentice-hall, [1982] ©1982""","""books""",9780131964280,"""prentice-hall software series,""","""nan"""
a902,"""an enabling foundation for nasa's earth and space science missions""","""committee on the role and scope of mission-enabling activities in nasa's space and earth science missions, space studies board, division on engineering and physical sciences, national research council of the national academies""","""washington, d.c. : national academies press, [2010] ©2010""","""books""",9780309148245,"""nan""","""nan"""
a904,"""measurement and data analysis for engineering and science""","""patrick f. dunn""","""boston : mcgraw-hill higher education, [2005] ©2005""","""books""",9780072825381,"""mcgraw-hill series in mechanical engineering,mcgraw-hill series in mechanical and aerospace engineering,""","""nan"""
a905,"""crystallography made crystal clear : a guide for users of macromolecular models""","""gale rhodes""","""third edition. amsterdam ; boston : elsevier/academic press, [2006] ©2006""","""books""",9780125870733,"""complementary science series,""","""nan"""
a906,"""punched-card data processing""","""harry w. cadow""","""chicago : science research associates, [1973]""","""books""",9780574184856,"""nan""","""nan"""
a907,"""applied data management""","""charles t. meadow""","""new york : wiley, [1976] ©1976""","""books""",9780471590118,"""information sciences series,""","""nan"""
a908,"""handbook of logic and proof techniques for computer science""","""steven g. krantz""","""boston : birkhauser ; new york : springer, 2002.""","""books""",9780817642204,"""nan""","""nan"""
a909,"""gis in geology and earth sciences : 4th international conference, in vista of new approaches for the geoinformatics : queretaro, mexico, 22-26 october 2007""","""editors, klaudia oleschko...[and others] ; sponsoring organizations, center of geosciences, mexican national autonomous university (unam) .. [and others].""","""melville, n.y. : american institute of physics, 2008.""","""books""",9780735405288,"""aip conference proceedings (online) ; v. 1009,""","""nan"""
a910,"""data management in the cloud : challenges and opportunities""","""divyakant agrawal, sudipto das, amr el abbadi""","""[san rafael, calif.] : morgan & claypool, [2013] ©2013""","""books""",9781608459254,"""synthesis lectures on data management ; #32,""","""nan"""
a911,"""secure data management : third vldb workshop, sdm 2006, seoul, korea, september 10-11, 2006 : proceedings""","""willem jonker, milan petković (eds.)""","""berlin ; new york : springer, [2006] ©2006""","""books""",9783540389842,"""lecture notes in computer science. 4165,""","""nan"""
a913,"""data documentation : some principles and applications in science and industry : proceedings of the workshop on data documentation organized by the school for medical documentation of the university of ulm (federal republic of germany) reisensburg castle, july 7-11, 1975""","""commission of the european communities ; edited by wilhelm gaus and rolf henzler""","""1. auflage. münchen : verlag dokumentation, 1977.""","""books""",9783794030224,"""nan""","""nan"""
a914,"""data structures and program design""","""robert l. kruse""","""third edition. englewood cliffs, n.j. : prentice hall, 1994.""","""books""",9780132081825,"""nan""","""nan"""
a915,"""analyzing quantitative data : an introduction for social researchers""","""debra wetcher-hendricks""","""hoboken, new jersey : wiley, [2011] ©2011""","""books""",9781118626009,"""nan""","""nan"""
a916,"""large scale inverse problems : computational methods and applications in the earth sciences""","""edited by mike cullen[and three others]""","""berlin ; boston : de gruyter, [2013] ©2013""","""books""",9783110282269,"""radon series on computational and applied mathematics,""","""nan"""
a917,"""statistical data analysis explained : applied environmental statistics with r""","""clemens reimann ... [and others]""","""chichester, england ; hoboken, nj : john wiley & sons, [2008] ©2008""","""books""",9780470985816,"""nan""","""nan"""
a918,"""proteins in solution and at interfaces methods and applications in biotechnology and materials science""","""edited by juan m. ruso, ángel piñeiro""","""hoboken, n.j. : john wiley & sons inc., 2013.""","""books""",9781118523063,"""wiley series on surface and interfacial chemistry,wiley series on surface and interfacial chemistry,""","""nan"""
a919,"""airborne reconnaissance iii : (collection and exploitation of reconnaissance data) : march 28-29, 1978, washington, d.c.""","""john h. smith, theodore c. freitag, editors ; presented by the society of photo-optical instrumentation engineers""","""bellingham, wash. : society of photo-optical instrumentation engineers, [1978] ©1978""","""books""",9780892521647,"""s.p.i.e. seminar proceedings ; v. 137,""","""nan"""
a920,"""the tomes of delphi : algorithms and data structures""","""julian bucknall""","""plano, tex. : wordware pub., [2001] ©2001""","""books""",9781556227363,"""nan""","""nan"""
a922,"""data analysis""","""edited by gérard govaert""","""london : iste ; hoboken, nj : wiley, 2009.""","""books""",9780470611777,"""digital signal and image processing series,""","""nan"""
a923,"""a splintered vision : an investigation of u.s. science and mathematics education""","""william h. schmidt, curtis c. mcknight, and senta a. raizen ; with the collaboration of pamela m. jakwerth ... [and others]""","""dordrecht ; boston : kluwer academic publishers, [1997] ©1997""","""books""",9780792344407,"""nan""","""nan"""
a924,"""the common fisheries policy : the quest for sustainability""","""ernesto penas lado""","""chichester, england : wiley blackwell, 2016. ©2016""","""books""",9781119085669,"""nan""","""nan"""
a926,"""problems and methodologies in mathematical software production : international seminar held at sorrento, italy, november 3-8, 1980""","""edited by p.c. messina and a. murli""","""berlin ; new york : springer-verlag, 1982.""","""books""",9780387116037,"""lecture notes in computer science ; 142,""","""nan"""
a927,"""innovations in federal statistics : combining data sources while protecting privacy""","""panel on improving federal statistics for policy and social science research using multiple data sources and state-of-the-art estimation methods ; robert m. groves and brian a. harris-kojetin, editors ; committee on national statistics, division of behavioral and social sciences and education ; a report of the national academies of sciences, engineering, medicine""","""washington, dc : the national academies press, [2017]""","""books""",9780309454285,"""nan""","""nan"""
a929,"""transactions on large-scale data- and knowledge-centered systems i""","""abdelkader hameurlain, josef küng, roland wagner (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642037221,"""lecture notes in computer science ; 5740,""","""nan"""
a930,"""advances in computer science, environment, ecoinformatics, and education. part v : international conference, csee 2011, wuhan, china, august 21-22, 2011, proceedings""","""song lin, xiong huang (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642233579,"""communications in computer and information science ; 218,""","""nan"""
a931,"""integral methods in science and engineering. volume 1, theoretical techniques""","""christian constanda, matteo dalla riva, pier domenico lamberti, paolo musolino, editors""","""cham, switzerland : birkhäuser, [2017]. ©2017""","""books""",9783319593845,"""nan""","""nan"""
a932,"""connectionist models and their implications : readings from cognitive science""","""edited by david waltz, jerome a. feldman""","""norwood, n.j. : ablex pub. corp., [1988] ©1988""","""books""",9780893914561,"""nan""","""nan"""
a934,"""smartdata : privacy meets evolutionary robotics""","""inman harvey ... [and others], editors""","""new york, ny : springer, [2013] ©2013""","""books""",9781461464099,"""nan""","""nan"""
a935,"""computerizing the card catalog in the university library; a survey of user requirements""","""richard p. palmer. introd. by kenneth r. shaffer""","""littleton, colo. : libraries unlimited, 1972.""","""books""",9780872870413,"""research studies in library science ; no. 6,""","""nan"""
a937,"""using microcomputers in social science research""","""mark d. shermis ... [and others]""","""boston : allyn and bacon, [1991] ©1991""","""books""",9780139335730,"""nan""","""nan"""
a938,"""knowledge discovery and data mining : current issues and new applications : 4th pacific-asia conference, pakdd 2000, kyoto, japan, april 18-20, 2000 : proceedings""","""takao terano, huan liu, arbee l.p. chen (eds.)""","""berlin ; new york : springer, [2000] ©2000""","""books""",9783540673828,"""lecture notes in computer science ; 1805,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a939,"""yikes! wow! yuck! : fun experiments for your first science fair""","""elizabeth snoke harris ; illustrated by nora thompson""","""first edition. new york : lark books, [2008] ©2008""","""books""",9781579909307,"""nan""","""nan"""
a940,"""science of science and innovation policy : principal investigators' conference summary""","""steering committee on the science of science and innovation policy principal investigators' conference ; kaye husbands fealing, alexandra s. beatty and constance f. citro, rapporteurs ; committee on national statistics, division of behavioral and social sciences and education, national research council of the national academies""","""washington, d.c. : national academies press, [2014] ©2014""","""books""",9780309302715,"""nan""","""nan"""
a941,"""diabetes public health : from data to policy""","""edited by k.m. venkat narayan ... [and others] ; technical writer-editors, peter l. taylor, juanita mondesire ; susana moran, editorial assistant""","""oxford : oxford university press, ©2011""","""books""",9780195317060,"""nan""","""nan"""
a942,"""advances in data mining : applications and theoretical aspects : 9th industrial conference, icdm 2009, leipzig, germany, july 20-22, 2009 : proceedings""","""petra perner (ed.)""","""berlin ; new york : springer, 2009.""","""books""",9783642030673,"""lecture notes in computer science ; 5633,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a943,"""data structures using pascal""","""aaron m. tenenbaum, moshe j. augenstein""","""second edition. englewood cliffs, n.j. : prentice-hall, [1986] ©1986""","""books""",9780131966680,"""prentice-hall software series,""","""nan"""
a944,"""artificial intelligence applications in materials science : proceedings of symposium on applications of artificial intelligence in materials science""","""sponsored by the asm-msd computer simulation activity, at the joint meeting of the metallurgical society of aime and asm international held on october 8, 1986 in orlando, florida ; edited by ralph j. harrison, lewis d. roth""","""warrendale, pa : metallurgical society, [1987] ©1987""","""books""",9780873390675,"""nan""","""nan"""
a945,"""flexible and efficient information handling : 23rd british national conference on databases, bncod 23, belfast, northern ireland, uk, july 18-20, 2006 : proceedings""","""david bell, jun hong (eds.)""","""berlin ; new york : springer, [2006] ©2006""","""books""",9783540359692,"""lecture notes in computer science. 4042,""","""nan"""
a946,"""principles of data mining and knowledge discovery : third european conference, pkdd'99, prague, czech republic, september 15-18, 1999 : proceedings""","""jan m. żytkow, jan rauch (eds.)""","""berlin ; new york : springer, [1999] ©1999""","""books""",9783540664901,"""lecture notes in computer science ; 1704,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a949,"""research in medical and biological sciences : from planning and preparation to grant application and publication""","""edited by petter laake, haakon breien benestad, bjorn reino olsen""","""london : academic press, [2015] ©2015""","""books""",9780128001547,"""nan""","""nan"""
a950,"""making sense : social sciences : a student's guide to research and writing""","""margot northey, lorne tepperman, james russell""","""2nd ed. don mills, ont. : new york : oxford university press canada, 2002.""","""books""",9780195416473,"""nan""","""nan"""
a951,"""historical social research : the use of historical and process-produced data""","""jerome m. clubb, erwin k. scheuch (eds.)""","""stuttgart : klett-cotta, 1980.""","""books""",9783129110607,"""historisch-sozialwissenschaftliche forschungen ; bd. 6,""","""nan"""
a952,"""space research. volume 20 : proceedings of the open meetings of the working groups on physical sciences of the twenty-second plenary meeting of cospar, bangalore, india, 29 may-9 june 1979""","""editor m.j. rycroft""","""oxford : pergamon, 1980.""","""books""",9781483151182,"""nan""","""nan"""
a953,"""computing and combinatorics : 23rd international conference, cocoon 2017, hong kong, china, august 3-5, 2017, proceedings""","""yixin cao, jianer chen (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319623894,"""lecture notes in computer science ; 10392,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a955,"""data structures in c""","""adam drozdek and donald l. simon""","""boston : pws pub. co., [1995] ©1995""","""books""",9780534934958,"""pws series in computer science,""","""nan"""
a957,"""computational methods in science and engineering. volume 2 : advances in computational science : lectures presented at the international conference on computational methods in science and engineering 2008 (iccmse 2008), hersonissos, crete, greece, 25-30 september 2008""","""editors, george maroulis, theodore e. simos""","""melville, n.y. : american institute of physics, [2009] ©2009""","""books""",9780735406858,"""aip conference proceedings ; no. 1148,aip conference proceedings (online) ; v. 1148,aip conference proceedings (online). atomic, molecular, and optical physics,""","""nan"""
a959,"""visual storytelling : infographic design in news""","""[edited by] liu yikun, dong zhao""","""mulgrave, victoria, australia : the images publishing group, 2015.""","""books""",9781864706499,"""nan""","""nan"""
a960,"""information processing and management of uncertainty in knowledge-based systems : 16th international conference, ipmu 2016, eindhoven, the netherlands, june 20-24, 2016, proceedings. part ii""","""joao paulo carvalho, marie-jeanne lesot, uzay kaymak, susana vieira, bernadette bouchon-meunier, ronald r. yager (eds.)""","""switzerland : springer, 2016.""","""books""",9783319405810,"""communications in computer and information science ; 611,""","""nan"""
a961,"""the whole library handbook 2 : current data, professional advice, and curiosa about libraries and library services""","""compiled by george m. eberhart""","""chicago : american library association, 1995.""","""books""",9780838906460,"""nan""","""nan"""
a963,"""facebook nation : total information awareness""","""newton lee""","""new york, ny : springer, [2013] ©2013""","""books""",9781461453086,"""nan""","""nan"""
a964,"""number-crunching taming unruly computational problems from mathematical physics to science fiction""","""paul j. nahin""","""princeton : princeton university press, ©2011.""","""books""",9781400839582,"""nan""","""nan"""
a965,"""data association for multi-object visual tracking""","""margrit betke, zheng wu""","""[san rafael, california] : morgan & claypool, [2017]. ©2017""","""books""",9781627059435,"""synthesis digital library of engineering and computer science,synthesis lectures on computer vision ; # 9,""","""nan"""
a966,"""insight through computing : a matlab introduction to computational science and engineering""","""charles f. van loan, k.-y. daisy fan""","""philadelphia, pa : society for industrial and applied mathematics, [2010] ©2010""","""books""",9780898716917,"""nan""","""nan"""
a969,"""direct methods for sparse matrices""","""ole østerby, zahari zlatev""","""berlin ; new york : springer-verlag, 1983.""","""books""",9780387126760,"""lecture notes in computer science ; 157,""","""nan"""
a971,"""computer-aided qualitative data analysis : theory, methods and practice""","""edited by udo kelle with gerald prein and katherine bird""","""london : sage, 1995.""","""books""",9780803977600,"""nan""","""nan"""
a972,"""handbook of electronic design and analysis procedures using programmable calculators""","""bruce k. murdock""","""new york : van nostrand reinhold co., [1979] ©1979""","""books""",9780442261375,"""electrical/computer science and engineering series,""","""nan"""
a973,"""data collection : planning for and collecting all types of data""","""patricia pulliam phillips, cathy a. stawarski""","""san francisco : pfeiffer, [2008] ©2008""","""books""",9780787987183,"""measurement and evaluation series ; 2,pfeiffer essential resources for training and hr professionals,""","""nan"""
a974,"""computers and their role in the physical sciences.""","""edited by s. fernbach and a. taub""","""new york : gordon and breach, [1970]""","""books""",9780677140308,"""nan""","""nan"""
a975,"""introduction to data structures and algorithm analysis with c⁺⁺""","""george j. pothering, thomas l. naps""","""minneapolis/st. paul : west pub., [1995] ©1995""","""books""",9780314045744,"""nan""","""nan"""
a977,"""using z : specification, refinement, and proof""","""jim woodcock and jim davies""","""london ; new york : prentice hall, 1996.""","""books""",9780139484728,"""prentice-hall international series in computer science,""","""nan"""
a978,"""physical science with cbl : physical science experiments using vernier probes and sensors with the cbl system and ti-82 or ti-83 graphing calculators""","""donald l. volz, sandy sapatka""","""first edition. beaverton, or : vernier software, [1997] ©1997""","""books""",9780918731890,"""nan""","""nan"""
a979,"""exploring water resources : gis investigations for the earth sciences""","""michelle k. hall-wallace ... [and others]""","""pacific grove, ca : brooks/cole, [2003] ©2003""","""books""",9780534391560,"""nan""","""nan"""
a980,"""metadata and semantics research : 8th research conference, mtsr 2014, karlsruhe, germany, november 27-29, 2014, proceedings""","""sissi closs, rudi studer, emmanouel garoufallou, miguel-angel sicilia (eds.)""","""cham : springer, 2014.""","""books""",9783319136745,"""communications in computer and information science ; 478,""","""nan"""
a982,"""data structures : theory and practice""","""a.t. berztiss""","""new york : academic press, [1971]""","""books""",9781483264721,"""computer science and applied mathematics,computer science and scientific computing,""","""nan"""
a983,"""algorithms and complexity : new directions and recent results : [proceedings of a symposium on new directions and recent results in algorithms and complexity held by the computer science department, carnegie-mellon university, april 7-9, 1976]""","""edited by j. f. traub""","""new york : academic press, 1976.""","""books""",9780126975406,"""nan""","""nan"""
a984,"""data integration : the relational logic approach""","""michael genesereth""","""[san rafael, calif.] : morgan & claypool publishers, [2010] ©2010""","""books""",9781598297423,"""synthesis lectures on artificial intelligence and machine learning ; #8,""","""nan"""
a985,"""robustness of analytical chemical methods and pharmaceutical technological products""","""edited by margriet m.w.b. hendriks, jan h. de boer, age k. smilde""","""amsterdam ; new york : elsevier, 1996.""","""books""",9780444897091,"""data handling in science and technology ; v. 19,""","""nan"""
a986,"""reality mining : using big data to engineer a better world""","""by nathan eagle and kate greene""","""cambridge, massachusetts : the mit press, [2014]""","""books""",9780262027687,"""nan""","""nan"""
a987,"""handbook of the psychology of science""","""gregory j. feist, phd, michael e. gorman, phd, editors""","""new york : springer publishing company, [2013]""","""books""",9780826106230,"""nan""","""nan"""
a988,"""r programming for bioinformatics""","""robert gentleman""","""boca raton : crc press, [2009] ©2009""","""books""",9781420063677,"""series in computer science and data analysis,""","""nan"""
a989,"""methods and applications of statistics in the atmospheric and earth sciences""","""n. balakrishnan""","""hoboken, n.j. : john wiley & sons, inc., [2013] ©2013""","""books""",9780470503447,"""nan""","""nan"""
a990,"""understanding statistics in the behavioral sciences""","""by roger bakeman, byron f. robinson""","""mahwah, n.j. : lawrence erlbaum associates, 2005.""","""books""",9780805849448,"""nan""","""nan"""
a991,"""social media processing : 6th national conference, smp 2017, beijing, china, september 14-17, 2017, proceedings""","""xueqi cheng, weiying ma, huan liu, huawei shen, shizheng feng, xing xie (eds.)""","""singapore : springer, 2017.""","""books""",9789811068058,"""communications in computer and information science ; 774,""","""nan"""
a992,"""atmospheric reaction chemistry""","""hajime akimoto""","""tokyo : springer, 2016.""","""books""",9784431558705,"""springer atmospheric sciences,""","""nan"""
a993,"""data structures and program design in c++""","""robert l. kruse, alexander j. ryba""","""upper saddle river, n.j. : prentice hall, [1999] ©1999""","""books""",9780137689958,"""nan""","""nan"""
a994,"""ultrasound screening for fetal anomalies, is it worth it? : screening revisited after the eurofetus data""","""edited by salvator levi and frank a. chervenak""","""new york : new york academy of sciences, 1998.""","""books""",9781573311236,"""annals of the new york academy of sciences ; v. 847,""","""nan"""
a995,"""transactions on data hiding and multimedia security vii""","""yun q. shi (ed.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642286933,"""lecture notes in computer science ; 7110,""","""nan"""
a996,"""transactions on large-scale data- and knowledge-centered systems xv : selected papers from adbis 2013 satellite events""","""abdelkader hameurlain ... [and more] (eds.)""","""berlin : springer, 2014.""","""books""",9783662457610,"""lecture notes in computer science ; 8920,""","""nan"""
a997,"""progress in discovery science : final report of the japanese dicsovery science project""","""setsuo arikawa, ayumi shinohara (eds.)""","""berlin ; new york : springer, [2002] ©2002""","""books""",9783540433385,"""lecture notes in computer science ; 2281,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a999,"""handbook of international large-scale assessment : background, technical issues, and methods of data analysis""","""edited by leslie rutkowski, matthias von davier, david rutkowski""","""boca raton, fl : crc press, [2014]""","""books""",9781439895122,"""statistics in the social and behavioral sciences series,""","""nan"""
a1000,"""the diffusion of electronic data interchange""","""hagen k.c. pfeiffer""","""heidelberg : physica-verlag, [1992] ©1992""","""books""",9780387914282,"""contributions to management science,""","""nan"""
a1001,"""game analytics : maximizing the value of player data""","""magy seif el-nasr, anders drachen, alessandro canossa, editors""","""london ; new york : springer, [2013] ©2013""","""books""",9781447147695,"""nan""","""nan"""
a1002,"""multilayered security and privacy protection in car-to-x networks : solutions from application down to physical layer""","""hagen stübing""","""wiesbaden : springer vieweg, [2013] ©2013""","""books""",9783658025311,"""nan""","""nan"""
a1003,"""entity resolution in the web of data""","""vassilis christophides, vasilis efthymiou, kostas stefanidis""","""[san rafael, california] : morgan & claypool publishers, [2015] ©2015""","""manuscripts, theses""",9781627058049,"""synthesis lectures on the semantic web, theory and technology ; #13,""","""nan"""
a1004,"""sustainable web ecosystem design""","""greg o'toole""","""new york, ny : springer, 2013. ©2013""","""books""",9781461477143,"""springerbriefs in computer science,""","""nan"""
