ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b6914,"""Evidence-based design for multiple building types  ""","""Hamilton, D. Kirk.""","""Hoboken, N.J.""","""nan""",9780470129340,"""nan""","""xi, 272 p."""
b5610,"""Source code analytics with Roslyn and JavaScript data visualization  ""","""Mukherjee, Sudipta""","""[Berkeley, CA]""","""Electronic books.""",9781484219256,"""nan""","""1 online resource (xxi, 170 pages)"""
b1577,"""Nutrition in public health : a handbook for developing programs and services  ""","""Edelstein, Sari.""","""Sudbury, MA""","""nan""",9780763777913,"""nan""","""xx, 424 p."""
b5398,"""STACS 88 : 5th Annual Symposium on Theoretical Aspects of Computer Science Bordeaux, France, February 11-13, 1988 Proceedings  ""","""Cori, Robert.""","""Berlin, Heidelberg""","""Electronic books.""",9783540481904,"""Lecture notes in computer science ; 294. 0302-9743""","""1 online resource"""
b4744,"""Algorithm Theory -- SWAT '94 : 4th Scandinavian Workshop on Algorithm Theory Aarhus, Denmark, July 6-8, 1994 Proceedings  ""","""Schmidt, Erik M.""","""Berlin, Heidelberg""","""Electronic books.""",9783540485773,"""Lecture notes in computer science ; 824. 0302-9743""","""1 online resource"""
b1821,"""Integral methods in science and engineering : progress in numerical and analytic techniques  ""","""Bodmann, Bardo E. J. | Campos Velho, Harold F. de. | Constanda, C.""","""[Place of publication not identified]""","""Electronic books. | Congresses. | Conference papers and proceedings.""",9781461478287,"""nan""","""1 online resource"""
b1285,"""Interactive theorem proving : third International Conference, ITP 2012, Princeton, NJ, USA, August 13-15, 2012. Proceedings  ""","""Beringer, Lennart. | Felty, Amy.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642323478,"""Lecture notes in computer science ; 7406. 1611-3349 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xi, 417 pages)"""
b3086,"""Computer algebra in scientific computing : 11th international workshop, CASC 2009, Kobe, Japan, September 13-17, 2009 : proceedings  ""","""Gerdt, Vladimir P. | Mayr, Ernst. | Vorozhtsov, E. V.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642041037,"""Lecture notes in computer science ; 5743. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xi, 391 pages)"""
b4688,"""High Performance Computing in Fluid Dynamics : Proceedings of the Summerschool on High Performance Computing in Fluid Dynamics held at Delft University of Technology, the...""","""Wesseling, P.""","""Dordrecht""","""Electronic books.""",9789400902718,"""ERCOFTAC series ; 3.""","""1 online resource (ix, 278 pages)."""
b3422,"""New horizons in design science : broadening the research agenda : 10th International Conference, DESRIST 2015, Dublin, Ireland, May 20-22, 2015, Proceedings  ""","""Donnellan, Brian,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319187143,"""Lecture notes in computer science ; 9073. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiv, 506 pages)"""
b6571,"""The creative destruction of medicine : how the digital revolution will create better health care  ""","""Topol, Eric J., 1954-""","""New York""","""Electronic books.""",9780465029341,"""nan""","""1 online resource (1 v.)"""
b1401,"""Euro-Par 2011: Parallel processing workshops : CCPI, CGWS, HeteroPar, HiBB, HPCVirt, HPPC, HPSS, MDGS, ProPer, Resilience, UCHPC, VHPC, Bordeaux, France, August 29-September 2,...""","""Alexander, Michael,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642297403,"""Lecture notes in computer science ; 7156. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxx, 480 pages)."""
b3386,"""Modeling, simulation and optimization of complex processes-- HPSC 2012 : proceedings of the Fifth International Conference on High Performance Scientific Computing, March 5-9,...""","""Bock, Hans Georg, | Phu, Hoang Xuan, | Rannacher, Rolf, | SchlÃ¶der, Johannes P.,""","""Cham""","""Electronic books.""",9783319090634,"""nan""","""1 online resource"""
b4997,"""Evolution inclusions and variation inequalities for earth data processing. III, Long-time behavior of evolution inclusions solutions in earth data analysis ""","""ZhurovsÊ¹kyÄ­, M. Z.""","""Berlin ; Springer, 2012.""","""Electronic books.""",9783642285127,"""Advances in mechanics and mathematics ; 27.""","""1 online resource (xli, 330 pages)."""
b6889,"""Proceedings of the Mediterranean Conference on Information & Communication Technologies 2015 : MedCT 2015. Volume 2  ""","""El Oualkadi, Ahmed, | Choubani, Fethi, | El Moussati, Ali,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319302980,"""Lecture notes in electrical engineering ; v. 381.""","""1 online resource"""
b3742,"""Doing science : design, analysis, and communication of scientific research  ""","""Valiela, Ivan.""","""Oxford ; Oxford University Press, 2009.""","""nan""",9780195385731,"""nan""","""x, 333 p."""
b3564,"""Financial Cryptography : Third International Conference, FC99 Anguilla, British West Indies, February 2225, 1999 Proceedings  ""","""Franklin, Matthew.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 1999.""","""Electronic books.""",9783540483908,"""Lecture notes in computer science ; 1648, 0302-9743""","""1 online resource."""
b5868,"""Scalable Enterprise Systems : an Introduction to Recent Advances  ""","""Prabhu, Vittal.""","""Boston, MA""","""Electronic books.""",9781461503897,"""Integrated series in information systems ; 3.""","""1 online resource (xxxi, 338 pages)."""
b2471,"""Mechanics ""","""Chester, W.""","""Dordrecht""","""Electronic books.""",9789401095020,"""nan""","""1 online resource (400 pages)"""
b123,"""IPython interactive computing and visualization cookbook : over 100 hands-on recipes to sharpen your skills in high-performance numerical computing and data science with Python  ""","""Rossant, Cyrille.""","""Birmingham, UK""","""Electronic books.""",9781783284825,"""nan""","""1 online resource"""
b1022,"""Semantic Web - ISWC 2012 : 11th International Semantic Web Conference, Boston, MA, USA, November 11-15, 2012 : proceedings  ""","""CudrÃ©-Mauroux, Philippe.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642351761,"""Lecture notes in computer science ; 7649-7650. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (2 volumes)"""
b6413,"""The silicon jungle : a novel of deception, power, and Internet intrigue  ""","""Baluja, Shumeet, 1971-""","""Princeton, NJ""","""Suspense fiction. | Fiction. | Thrillers (Fiction)""",9781400838141,"""nan""","""1 online resource (xiii, 334 pages)"""
b5873,"""Fundamentals of data communication networks  ""","""Ibe, Oliver C. (Oliver Chukwudi), 1947-""","""Hoboken, NJ, USA""","""Electronic books.""",9781119436294,"""nan""","""1 online resource"""
b1565,"""Security, privacy, and applied cryptography engineering : third International Conference, SPACE 2013, Kharagpur, India, October 19-23, 2013, Proceedings  ""","""Gierlichs, Benedikt, | Guilley, Sylvain, | Mukhopadhyay, Debdeep,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642412240,"""Lecture notes in computer science ; 8204. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 191 pages)"""
b6313,"""Conducting research in conservation : social science methods and practice  ""","""Newing, Helen.""","""New York""","""nan""",9780415457910,"""nan""","""xxii, 376 pages"""
b6588,"""EnCase computer forensics : the official EnCE : EnCase certified examiner study guide  ""","""Bunting, Steve.""","""Indianapolis, Ind.""","""Electronic books.""",9781118058985,"""nan""","""1 online resource"""
b2115,"""Advances in multimedia modeling : 19th International Conference, MMM 2013, Huangshan, China, January 7-9, 2013, Proceedings. Part II  ""","""Li, Shipeng.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642357282,"""Lecture notes in computer science ; 7733. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b132,"""Statistics for data science : leverage the power of statistics for data analysis, classification, regression, machine learning, and neural networks  ""","""Miller, James D., (Software consultant)""","""Birmingham, UK""","""Electronic books.""",9781788295345,"""nan""","""1 online resource"""
b1983,"""Computer Aided Systems Theory-- EUROCAST 2013 : 14th International Conference, Las Palmas de Gran Canaria, Spain, February 10-15, 2013. Revised Selected Papers. Part II  ""","""Moreno-DÃ­az, Roberto, | Pichler, Franz, | Quesada Arencibia, Alexis,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642538629,"""Lecture notes in computer science ; 8112. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxiv, 540 pages)"""
b4951,"""Integration of AI and OR Techniques in constraint programming for combinatorial optimization problems : 9th International Conference, CPAIOR 2012, Nantes, France, May 28-June 1,...""","""Beldiceanu, Nicolas. | Jussien, Narendra. | Pinson, Ãric.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642298288,"""Lecture notes in computer science ; 7298. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xi, 408 pages)."""
b4767,"""Evolutionary computation in combinatorial optimization : 13th European Conference, EvoCOP 2013, Vienna, Austria, April 3-5, 2013. Proceedings  ""","""Middendorf, Martin. | Blum, C.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642371981,"""Lecture notes in computer science ; 7832. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b6691,"""Higher Order Basis Based Integral Equation Solver (HOBBIES)  ""","""Zhang, Yu, | Brown, La Toya.""","""Hoboken, N.J.""","""Electronic books.""",9781118140659,"""nan""","""1 online resource"""
b2692,"""Nvivo 10 essentials : your guide to the world's most powerful data analysis software  ""","""Edhlund, Bengt M.""","""Stallarholmen, Sweden""","""nan""",9781300041320,"""nan""","""355 p."""
b4672,"""Statistics for the behavioral and social sciences : a brief course  ""","""Aron, Arthur.""","""Upper Saddle River, N.J.""","""nan""",9780131562783,"""nan""","""xix, 477 pages"""
b5476,"""Automated defect prevention : best practices in software management  ""","""Huizinga, Dorota.""","""Hoboken, N.J.""","""nan""",9780470042120,"""nan""","""xxvi, 426 p."""
b6167,"""Cryptographic hardware and embedded systems - CHES 2010 : 12th international workshop, Santa Barbara, USA, August 17-20,2010 : proceedings  ""","""Mangard, Stefan. | Standaert, FranÃ§ois-Xavier.""","""Berlin""","""Electronic books.""",9783642150319,"""Lecture notes in computer science ; 6225. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiii, 458 p.)"""
b6284,"""Parallel computational fluid dynamics : implementations and results using parallel computers : proceedings of the Parallel CFD '95 Conference, Pasadena, CA, U.S.A., 26-29 June,...""","""Ecer, Akin.""","""Amsterdam ; Elsevier, 1996.""","""Electronic books. | Conference papers and proceedings.""",9780444823229,"""nan""","""1 online resource (xvi, 732 pages)"""
b3999,"""Too big to ignore : the business case for big data  ""","""Simon, Phil""","""Hoboken, New Jersey""","""Electronic books.""",9781118642108,"""Wiley and SAS business series.""","""1 online resource."""
b586,"""Statistical design--chemometrics ""","""Bruns, R. E.""","""Amsterdam ; Elsevier, 2006.""","""Electronic books.""",9780444521811,"""Data handling in science and technology ; v. 25. 0922-3487""","""1 online resource (x, 412 p.)"""
b2149,"""Exploratory Data Analysis in Empirical Research : Proceedings of the 25th Annual Conference of the Gesellschaft fÃ¼r Klassifikation e.V., University of Munich, March 14-16, 2001  ""","""Schwaiger, Manfred.""","""Berlin, Heidelberg""","""Electronic books. | Statistics.""",9783642557217,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (XVI, 536 pages)"""
b5895,"""Conceptual Modeling : 34th International Conference, ER 2015, Stockholm, Sweden, October 19-22, 2015, Proceedings  ""","""Johannesson, Paul. | Lee, Mong Li. | Liddle, Stephen W. | Opdahl, Andreas L. | Pastor LÃ³pez, Ãscar.""","""Cham""","""Electronic books.""",9783319252643,"""Lecture notes in computer science ; 9381. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxi, 614 p.)"""
b4839,"""A practical guide to TPM 2.0 : using the new Trusted Platform Module in the new age of security  ""","""Arthur, Will""","""Berkeley, CA""","""Electronic books.""",9781430265849,"""nan""","""1 online resource (xxvii, 347 pages)"""
b2698,"""Enterprise systems backup and recovery : a corporate insurance policy  ""","""De Guise, Preston.""","""Boca Raton""","""Electronic books.""",9781420076400,"""nan""","""1 online resource (xix, 306 pages)"""
b3321,"""Advances in cryptology-- ASIACRYPT 2014. Part II : 20th International Conference on the Theory and Application of Cryptology and Information Security, Kaoshiung, Taiwan,...""","""Sarkar, Palash, | Iwata, Tetsu,""","""Heidelberg""","""Electronic books.""",9783662456088,"""Lecture notes in computer science ; 8874. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xxii, 528 pages)"""
b6080,"""Computer Supported Risk Management ""","""Beroggi, Giampiero E. G.""","""Dordrecht""","""Electronic books.""",9789401102452,"""Topics in safety, reliability, and quality ; 4.""","""1 online resource (ix, 373 pages)."""
b450,"""Statistical computing with R  ""","""Rizzo, Maria L.""","""Boca Raton, FL""","""Electronic books.""",9781420010718,"""Series in computer science and data analysis.""","""1 online resource"""
b6605,"""Making IT work : a history of the computer services industry  ""","""Yost, Jeffrey R.""","""Cambridge, Massachusetts""","""History.""",9780262036726,"""History of computing.""","""x, 359 pages"""
b2221,"""Data Assimilation for the Earth System ""","""Swinbank, Richard.""","""Dordrecht""","""Electronic books. | Conference proceedings.""",9789401000291,"""NATO science series. Series IV, Earth and environmental sciences ; 26.""","""1 online resource (388 pages)"""
b992,"""Software engineering, artificial intelligence, networking and paralleldistributed computing 2012 ""","""Lee, R. Y.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642321726,"""Studies in computational intelligence ; 443.""","""1 online resource (xiii, 228 pages)"""
b605,"""Journal on data semantics XII ""","""Spaccapietra, S.""","""Berlin ; Springer, c2009.""","""Electronic books.""",9783642006852,"""Lecture notes in computer science ; 5480.""","""1 online resource."""
b2327,"""Computer applications in the earth sciences : an international symposium  ""","""Merriam, Daniel Francis,""","""New York, Plenum Press, 1969.""","""Electronic books. | Conference proceedings.""",9781461586333,"""nan""","""1 online resource (xi, 281 pages)"""
b78,"""Python data science essentials : become an efficient data science practitioner by understanding Python's key concepts  ""","""Boschetti Alberto""","""Birmingham, UK""","""Electronic books.""",9781786462831,"""nan""","""1 online resource"""
b4190,"""Trusted systems : sixth International Conference, INTRUST 2014, Beijing, China, December 16-17, 2014, Revised selected papers  ""","""Yung, Moti, | Zhu, Liehuang, | Yang, Yanjiang,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319279985,"""Lecture notes in computer science ; 9473. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiii, 442 pages)"""
b3073,"""Computer science and communications dictionary ""","""Weik, Martin H.""","""Boston""","""Electronic books. | Dictionaries.""",9781402006135,"""nan""","""1 online resource (2 volumes (xxxvi, xxxvi, 2006 pages))"""
b6751,"""Information modelling for archaeology and anthropology : software engineering principles for cultural heritage  ""","""GonzÃ¡lez PÃ©rez, CÃ©sar A.""","""Cham, Switzerland""","""Electronic books.""",9783319726526,"""nan""","""1 online resource"""
b383,"""Semisupervised learning in computational linguistics  ""","""Abney, Steven P.""","""Boca Raton, FL""","""nan""",9781584885597,"""Series in computer science and data analysis.""","""xi, 308 p."""
b1878,"""Scale space and variational methods in computer vision : 4th International Conference, SSVM 2013, Schloss Seggau, Leibnitz, Austria, June 2-6, 2013. Proceedings  ""","""Kuijper, Arjan, | Bredies, Kristian, | Pock, Thomas, | Bischof, Horst,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642382673,"""Lecture notes in computer science ; 7893. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xii, 514 pages)"""
b4931,"""Essential speech and language technology for Dutch : results by the STEVIN-programme  ""","""Spyns, Peter. | Odijk, Jan.""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642309106,"""Theory and applications of natural language processing.""","""1 online resource."""
b2785,"""Privacy technologies and policy : second Annual Privacy Forum, APF 2014, Athens, Greece, May 20-21, 2014, proceedings  ""","""Preneel, Bart, | Ikonomou, Demosthenes,""","""Heidelberg""","""Electronic books.""",9783319067490,"""Lecture notes in computer science ; 8450. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 191 pages)"""
b5710,"""Theory of quantum computation, communication and cryptography : 4th workshop, TQC 2009, Waterloo, Canada, May 11-13 : revised selected papers  ""","""Childs, Andrew, | Mosca, Michele,""","""Berlin ; Springer, c2009.""","""Electronic books.""",9783642106989,"""Lecture notes in computer science ; 5906. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (106 p.)"""
b3079,"""Algebraic methodology and software technology : 13th international conference, AMAST 2010, Lac-Beauport, QC, Canada, June 23-25, 2010 : revised selected papers  ""","""Johnson, Michael, | PavloviÄ, Dusko.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642177965,"""Lecture notes in computer science ; 6486. 0302-9743""","""1 online resource (x, 235 pages)"""
b1888,"""Algorithms and architectures for parallel processing : 12th International Conference, ICA3PP 2012, Fukuoka, Japan, September 4-7, 2012, Proceedings. Part II  ""","""Xiang, Yang""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642330650,"""Lecture notes in computer science ; 7440. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b1480,"""Progress in location-based services ""","""Krisp, Jukka M.""","""Heidelberg ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642342035,"""Lecture notes in geoinformation and cartography.""","""1 online resource (502 pages)."""
b727,"""Privacy, big data, and the public good : frameworks for engagement  ""","""Lane, Julia I.""","""New York, NY""","""nan""",9781107067356,"""nan""","""xix, 322 pages ; 24 cm"""
b1175,"""Handbook of operations research for homeland security ""","""Herrmann, Jeffrey W.""","""New York""","""Electronic books.""",9781461452782,"""International series in operations research & management science ; v. 183.""","""1 online resource (xiv, 221 pages)"""
b4554,"""Genetic Programming : First European Workshop, EuroGP98 Paris, France, April 1415, 1998 Proceedings  ""","""Banzhaf, Wolfgang, | Poli, Riccardo. | Schoenauer, Marc. | Fogarty, Terence C.""","""Berlin ; Springer-Verlag, 1998.""","""Electronic books.""",9783540697589,"""Lecture notes in computer science ; 1391, 0302-9743""","""1 online resource."""
b3898,"""An object-oriented mathematical modelling system  ""","""Lahdelma, Risto.""","""Helsinki""","""nan""",9516664113,"""Acta polytechnica Scandinavica. Mathematics and computing in engineering series, no. 66 1237-2404 ;""","""77 p."""
b424,"""Earth science satellite remote sensing ""","""Qu, John J.""","""Berlin ; Springer ; c2006-""","""Electronic books.""",9783540372936,"""nan""","""2 v."""
b2784,"""Privacy technologies and policy : first Annual Privacy Forum, APF 2012, Limassol, Cyprus, October 10-11, 2012, Revised selected papers  ""","""Preneel, Bart, | Ikonomou, Demosthenes,""","""Heidelberg""","""Electronic books.""",9783642540691,"""Lecture notes in computer science ; 8319. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 215 pages)"""
b2947,"""Building a culture for network automation  ""","""Lowe, Scott""","""O'Reilly Media, Inc., 2018.""","""Electronic books.""",9781492030799,"""nan""","""1 online resource (15 p.)"""
b3258,"""Fast software encryption : 23rd International Workshop, FSE 2016, Bochum, Germany, March 20-23, 2016. Revised selected papers  ""","""Peyrin, Thomas,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662529935,"""Lecture notes in computer science ; 9783. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xi, 592 pages)."""
b1226,"""Current trends in web engineering : ICWE 2013 International Workshops ComposableWeb, QWE, MDWE, DMSSW, EMotions, CSE, SSN, and PhD Symposium, Aalborg, Denmark, July 8-12, 2013....""","""Sheng, Quan Z., | Kjeldskov, Jesper,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319042442,"""Lecture notes in computer science ; 8295. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxviii, 352 pages)"""
b5574,"""Reality mining : using big data to engineer a better world  ""","""Eagle, Nathan.""","""Cambridge, Massachusetts""","""nan""",9780262027687,"""nan""","""vi, 199 pages ; 21 cm"""
b1330,"""The Individual subject and scientific psychology  ""","""Valsiner, Jaan.""","""New York""","""Electronic books.""",9781489922397,"""Perspectives on individual differences.""","""1 online resource (xiii, 408 pages)"""
b3432,"""Advances in computers. Volume 47  ""","""Zelkowitz, Marvin V.,""","""San Diego""","""Electronic books.""",9780080566795,"""nan""","""1 online resource (xiv, 399 pages)"""
b134,"""Spark for data science : analyze your data and delve deep into the world of machine learning with the latest Spark version, 2.0  ""","""Duvvuri, Srinivas""","""Birmingham, UK""","""Electronic books.""",9781785884771,"""nan""","""1 online resource"""
b2192,"""Trust management X : 10th IFIP WG 11.11 International Conference, IFIPTM 2016, Darmstadt, Germany, July 18-22, 2016, Proceedings  ""","""Habib, Sheikh Mahbub, | Vassileva, Julita, | Mauw, S., | MÃ¼hlhÃ¤user, Max,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319413549,"""IFIP advances in information and communication technology ; 473. 1868-4238""","""1 online resource (xii, 191 pages)"""
b864,"""Data envelopment analysis in the financial services industry : a guide for practitioners and analysts working in operations research using DEA  ""","""Paradi, Joseph C.""","""Cham, Switzerland""","""Electronic books.""",9783319697253,"""International series in operations research & management science ; 266.""","""1 online resource (379 pages)."""
b642,"""Journal on data semantics XIV ""","""Spaccapietra, S. | Delcambre, Lois M. L.""","""Berlin ; Springer, Â©2009.""","""Electronic books.""",9783642105623,"""Lecture notes in computer science ; 5880.""","""1 online resource (vi, 161 pages)"""
b1198,"""Database and Expert Systems Applications : 24th International Conference, DEXA 2013, Prague, Czech Republic, August 26-29, 2013 : proceedings. Part I  ""","""Decker, Hendrik, | LhotskÃ¡, Lenka, | Link, Sebastian, | Basl, Josef, | Tjoa, A. Min,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642402852,"""Lecture notes in computer science ; 8055. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xxiv, 465 pages)"""
b283,"""Annotated bibliography of films in automation, data processing, and computer science  ""","""Solomon, Martin B.""","""[Lexington]""","""Electronic books. | Film catalogs.""",9780813165202,"""nan""","""1 online resource (45 pages)"""
b6726,"""Single case research methodology : applications in special education and behavioral sciences  ""","""Gast, David L., | Ledford, Jennifer R.,""","""London ; New York""","""nan""",9780415827904,"""nan""","""xix, 415 pages"""
b250,"""Agent-Based Models and Complexity Science in the Age of Geospatial Big Data : Selected Papers from a workshop on Agent-Based Models and Complexity Science (GIScience 2016)  ""","""Perez, Liliana. | Kim, Eun-Kyeong. | Sengupta, Raja.""","""Cham""","""Electronic books.""",9783319659930,"""Advances in geographic information science.""","""1 online resource (111 p.)."""
b4437,"""Intelligent information processing and Web mining : proceedings of the International IIS:IIPWM'03 Conference held in Zakopane, Poland, June 2-5, 2003  ""","""KÅopotek, MieczysÅaw. | WierzchoÅ, SÅawomir T. | Trojanowski, Krzysztof.""","""Berlin ; New York""","""Electronic books. | Conference proceedings.""",9783540365624,"""Advances in soft computing.""","""1 online resource (xiv, 579 pages)"""
b6070,"""Cryptographic protocol : security analysis based on trusted freshness  ""","""Dong, Ling.""","""Berlin ; Springer, 2012.""","""Electronic books.""",9783642240737,"""nan""","""1 online resource"""
b4165,"""Text mining with MATLABÂ® ""","""Banchs, Rafael E.""","""New York, NY""","""Electronic books.""",9781461441519,"""nan""","""1 online resource"""
b876,"""Search computing : broadening web search  ""","""Ceri, Stefano, | Brambilla, Marco,""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642342134,"""Lecture notes in computer science ; 7538. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b6336,"""Geographic knowledge infrastructure : applications to territorial intelligence and smart cities  ""","""Laurini, Robert""","""London""","""Electronic books.""",9780081023525,"""nan""","""1 online resource"""
b2740,"""Big data, small devices : investigating the natural world using real-time data  ""","""Governor, Donna, 1957-""","""Arlington, Virginia""","""nan""",9781681402765,"""nan""","""xiv, 262 pages"""
b1965,"""Entertainment computing-- ICEC 2013 : 12th International Conference, ICEC 2013, SÃ£o Paulo, Brazil, October 16-18, 2013. Proceedings  ""","""Anacleto, JÃºnia Coutinho,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642411069,"""Lecture notes in computer science ; 8215. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiv, 214 pages)"""
b4717,"""High Integrity Software ""","""Winter, Victor L.""","""Boston, MA""","""Electronic books.""",9781461513919,"""Kluwer international series in engineering and computer science ; 577.""","""1 online resource (xv, 325 pages)."""
b4217,"""Computer applications for handling legal evidence, police investigation and case argumentation ""","""Nissan, Ephraim.""","""Dordrecht ; Springer, 2010.""","""Electronic books.""",9789048189908,"""Law, governance and technology series.""","""1 online resource."""
b5576,"""Security assessment in vehicular networks ""","""Du, Suguo.""","""New York, NY""","""Electronic books.""",9781461493570,"""SpringerBriefs in computer science, 2191-5768""","""1 online resource (xi, 49 pages)"""
b1104,"""Smart grid security : first International Workshop, SmartGridSec 2012, Berlin, Germany, December 3, 2012 : revised selected papers  ""","""Cuellar, Jorge.""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642380303,"""Lecture notes in computer science ; 7823. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (vi, 149 pages)"""
b1887,"""Applied parallel and scientific computing : 10th International Conference, PARA 2010, ReykjavÃ­k, Iceland, June 6-9, 2010, Revised selected papers. Part I  ""","""JÃ³nasson, KristjÃ¡n.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642281518,"""Lecture notes in computer science ; 7133. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxvii, 339 pages)."""
b5614,"""Object-based parallel and distributed computation : France-Japan Workshop, OBPDC '95, Tokyo, Japan, June 21-23, 1995 : selected papers  ""","""Briot, Jean-Pierre. | Geib, Jean-Marc. | Yonezawa, Akinori.""","""Berlin ; Springer, c1996.""","""Electronic books.""",9783540686729,"""Lecture notes in computer science ; 1107.""","""1 online resource (x, 348 p.)"""
b3414,"""Large Scale Network-Centric Distributed Systems ""","""Sarbazi-Azad, Hamid. | Zomaya, Albert Y.""","""Hoboken, New Jersey""","""Electronic books.""",9781118640708,"""Wiley series on parallel and distributed computing.""","""1 online resource (Iviii, 700 pages)."""
b2018,"""Swarm, evolutionary, and memetic computing : 4th International Conference, SEMCCO 2013, Chennai, India, December 19-21, 2013, Proceedings. Part I  ""","""Panigrahi, Bijaya Ketan,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319037530,"""Lecture notes in computer science ; 8297. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxvi, 776 pages)"""
b740,"""Mobile data access : First International Conference, MDA'99, Hong Kong, China, December 16-17, 1999 : proceedings  ""","""Leong, Hong Va.""","""Berlin ; Springer, Â©1999.""","""Electronic books. | Conference proceedings.""",9783540466697,"""Lecture notes in computer science ; 1748.""","""1 online resource (x, 239 pages)"""
b5683,"""The librarian's introduction to programming languages : a LITA guide  ""","""Thomsett-Scott, Beth C.,""","""Lanham""","""nan""",9781442263321,"""LITA guides.""","""xv, 184 pages"""
b6383,"""Information sciences and systems 2015 : 30th International Symposium on Computer and Information Sciences (ISCIS 2015)  ""","""Abdelrahman, Omer H., | Gelenbe, Erol, | Gorbil, Gokce, | Lent, Ricardo,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319226354,"""Lecture notes in electrical engineering ; 363. 1876-1100""","""1 online resource."""
